cost,evac,widths
0.0,491.02,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
174.95,476.74,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
347.46,474.4,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
375.19,472.57,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
547.7,470.9,"[0,0,2,0,0,0,0,0,0,0,0,0,4,0,0]"
908.0,470.17,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
1023.02,467.26,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
1660.39,457.85,"[0,0,4,4,0,0,0,0,0,0,0,0,4,4,0]"
