cost,evac,widths
0.0,536.23,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
174.95,513.43,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
347.46,510.45,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
375.19,509.02,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
747.52,503.41,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
1023.02,503.17,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
1532.9,501.76,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
1660.39,491.51,"[0,0,4,4,0,0,0,0,0,0,0,0,4,4,0]"
