sim_call,batch,evac,cost_proxy,widths
1,0,524.4847672064777,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,504.34931680161947,174.95000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
3,0,524.7418269230769,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
4,0,499.55516194331983,375.19000000000005,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
5,0,497.79429402834006,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
6,0,494.8362474696356,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
7,0,490.6776189271255,3212.8300000000004,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
8,0,516.877758097166,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
9,0,501.492181174089,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
10,0,496.11280364372465,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
11,0,496.9745571862348,988.7900000000002,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
12,0,493.76881958502025,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
13,1,510.79419913967615,1531.95,"[0,4,4,0,0,0,0,0,0,2,2,0,0,0,0]"
14,1,503.83350202429153,1253.46,"[0,0,0,0,0,4,0,0,4,0,0,0,4,2,0]"
15,1,492.1606781376518,1303.3700000000001,"[0,0,4,0,0,0,0,0,0,0,0,2,4,2,0]"
16,1,510.75669913967613,650.6600000000001,"[0,0,0,0,0,0,0,2,0,0,0,0,4,0,0]"
17,1,492.87396255060725,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
18,1,494.07690409919024,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
19,1,498.3203378036438,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
20,1,501.82976973684214,2515.2400000000002,"[0,2,2,0,2,0,0,4,0,0,4,0,4,0,2]"
21,1,531.2622975708501,172.35000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,2]"
22,1,523.9686234817814,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
23,1,493.38438132591097,1452.1100000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,4,2]"
24,1,494.83140182186236,2583.92,"[2,2,2,0,2,0,2,0,4,0,4,0,4,2,0]"
