sim_call,batch,evac,cost_proxy,widths
1,0,473.6523152834008,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,459.78603238866395,174.95000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
3,0,467.5029478744939,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
4,0,457.63546938259105,375.19000000000005,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
5,0,453.27634741902835,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
6,0,449.3904478744939,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
7,0,447.4472229251012,3212.8300000000004,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
8,0,459.81474569838053,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
9,0,459.2173962550607,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
10,0,455.3505693319838,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
11,0,452.2358299595142,988.7900000000002,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
12,0,449.60551619433204,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
13,1,449.7748292004049,1967.9600000000003,"[0,4,4,0,0,0,0,0,0,0,0,0,4,4,0]"
14,1,458.37040106275305,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
15,1,449.5963562753036,1940.6200000000001,"[0,4,4,0,0,0,0,0,0,0,2,0,4,2,0]"
16,1,465.8290106275304,1358.17,"[0,0,4,0,4,0,0,0,0,0,0,0,2,0,0]"
17,1,446.8521634615385,1966.0900000000001,"[0,2,4,0,0,0,0,0,0,2,0,4,2,2,0]"
18,1,469.3793459008097,1330.8600000000001,"[0,0,2,0,4,0,0,0,0,0,0,0,4,0,0]"
19,1,452.9727985829959,1408.2600000000002,"[4,0,2,0,0,0,0,0,0,0,0,0,4,2,0]"
20,1,459.26186740890694,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
21,1,461.7580655364373,1410.9700000000003,"[0,0,0,0,4,0,0,0,0,0,0,2,4,0,0]"
22,1,449.01891447368416,1702.6600000000003,"[0,0,0,0,0,0,4,0,0,2,0,4,2,2,0]"
23,1,456.2037955465587,485.28000000000003,"[0,0,0,0,0,2,0,0,0,0,0,0,2,0,0]"
24,1,472.5295293522267,280.35,"[0,0,0,0,0,0,0,0,0,0,0,2,0,0,0]"
