sim_call,batch,evac,cost_proxy,widths
1,0,471.69689397773277,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,460.67774544534416,174.95000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
3,0,464.63459640688257,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
4,0,457.6237284919028,375.19000000000005,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
5,0,454.3962550607288,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
6,0,449.1763410931174,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
7,0,447.4188765182186,3212.8300000000004,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
8,0,459.39887398785424,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
9,0,458.9232097672064,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
10,0,451.95403593117413,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
11,0,452.1905743927126,988.7900000000002,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
12,0,450.043471659919,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
13,1,468.444205465587,1131.89,"[0,4,0,0,0,0,0,0,0,2,2,0,0,0,0]"
14,1,456.70824898785423,805.45,"[0,0,0,0,0,4,0,0,4,0,0,0,2,0,0]"
15,1,448.63090840080974,1303.3700000000001,"[0,0,4,0,0,0,0,0,0,0,0,2,4,2,0]"
16,1,463.09123861336036,650.6600000000001,"[0,0,0,0,0,0,0,2,0,0,0,0,4,0,0]"
17,1,449.35339701417007,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
18,1,452.6235450404858,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
19,1,450.8622343117409,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
20,1,459.2937879554656,2515.2400000000002,"[0,2,2,0,2,0,0,4,0,0,4,0,4,0,2]"
21,1,469.5826163967611,172.35000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,2]"
22,1,467.2035172064778,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
23,1,457.615169534413,886.35,"[0,0,0,0,0,0,0,0,0,0,0,0,2,4,2]"
24,1,455.98870192307686,2308.42,"[2,2,2,0,2,0,2,0,4,0,4,0,4,0,0]"
