sim_call,batch,evac,cost_proxy,widths
1,0,518.6271887651822,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,498.9287955465588,174.95000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
3,0,512.6772330465586,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
4,0,492.07961158906886,375.19000000000005,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
5,0,490.0297191295547,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
6,0,485.3180035425101,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
7,0,481.8165485829959,3212.8300000000004,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
8,0,505.9042130566802,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
9,0,497.35126518218624,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
10,0,489.05013917004044,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
11,0,488.5732350708502,988.7900000000002,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
12,0,485.77370951417004,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
13,1,482.2642965587044,1967.9600000000003,"[0,4,4,0,0,0,0,0,0,0,0,0,4,4,0]"
14,1,494.37059716599185,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
15,1,484.9418016194332,1940.6200000000001,"[0,4,4,0,0,0,0,0,0,0,2,0,4,2,0]"
16,1,505.58779731781374,1358.17,"[0,0,4,0,4,0,0,0,0,0,0,0,2,0,0]"
17,1,481.3953188259109,1966.0900000000001,"[0,2,4,0,0,0,0,0,0,2,0,4,2,2,0]"
18,1,505.7653972672064,1330.8600000000001,"[0,0,2,0,4,0,0,0,0,0,0,0,4,0,0]"
19,1,488.22545546558706,1608.0800000000002,"[4,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
20,1,505.4481275303644,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
21,1,501.16811108299595,1410.9700000000003,"[0,0,0,0,4,0,0,0,0,0,0,2,4,0,0]"
22,1,493.41694078947364,1702.6600000000003,"[0,0,0,0,0,0,4,0,0,2,0,4,2,2,0]"
23,1,496.5107224190283,485.28000000000003,"[0,0,0,0,0,2,0,0,0,0,0,0,2,0,0]"
24,1,517.940530111336,280.35,"[0,0,0,0,0,0,0,0,0,0,0,2,0,0,0]"
