sim_call,batch,evac,cost_proxy,widths
1,0,510.08784159919026,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,490.01212044534407,174.95000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
3,0,502.4547570850203,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
4,0,485.80547823886644,375.19000000000005,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
5,0,483.0006325910931,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
6,0,477.62565789473683,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
7,0,475.8140941295547,3212.8300000000004,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
8,0,498.2557122975708,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
9,0,488.4722355769231,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
10,0,482.38875885627533,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
11,0,481.0028972672065,988.7900000000002,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
12,0,482.17269736842104,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
13,1,503.51618800607287,1131.89,"[0,4,0,0,0,0,0,0,0,2,2,0,0,0,0]"
14,1,491.35191042510127,805.45,"[0,0,0,0,0,4,0,0,4,0,0,0,2,0,0]"
15,1,481.3470711032389,1188.3500000000001,"[0,0,4,0,0,0,0,0,0,0,0,2,4,0,2]"
16,1,491.8645875506073,650.6600000000001,"[0,0,0,0,0,0,0,2,0,0,0,0,4,0,0]"
17,1,475.98836032388664,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
18,1,481.6603934716599,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
19,1,475.51165865384615,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
20,1,482.2689461032388,2560.4400000000005,"[0,2,4,0,2,0,0,4,0,0,4,0,4,0,0]"
21,1,510.43310349190284,172.35000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,2]"
22,1,507.1765688259109,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
23,1,487.7520116396761,886.35,"[0,0,0,0,0,0,0,0,0,0,0,0,2,4,2]"
24,1,479.94750759109314,2308.42,"[2,2,2,0,2,0,2,0,4,0,4,0,4,0,0]"
