sim_call,batch,evac,cost_proxy,widths
1,0,567.6138410931175,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,540.1239119433199,174.95000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
3,0,565.9003542510121,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
4,0,535.2653719635628,375.19000000000005,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
5,0,529.4478428643724,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
6,0,520.650088562753,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
7,0,517.6009488866397,3212.8300000000004,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
8,0,557.7058957489879,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
9,0,537.2293016194332,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
10,0,529.5919787449393,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
11,0,524.9930984311741,988.7900000000002,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
12,0,525.3367155870445,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
13,1,516.9022583502024,1967.9600000000003,"[0,4,4,0,0,0,0,0,0,0,0,0,4,4,0]"
14,1,536.663145242915,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
15,1,515.8448570344129,1940.6200000000001,"[0,4,4,0,0,0,0,0,0,0,2,0,4,2,0]"
16,1,548.9121900303644,1358.17,"[0,0,4,0,4,0,0,0,0,0,0,0,2,0,0]"
17,1,521.8093054149797,1490.7700000000002,"[0,2,2,0,0,0,0,0,0,2,0,4,2,0,0]"
18,1,578.1178390688259,983.4000000000001,"[0,0,2,0,4,0,0,0,0,0,0,0,0,0,0]"
19,1,566.0170167004048,785.3000000000001,"[4,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
20,1,566.8635374493928,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
21,1,566.6757844129555,1063.51,"[0,0,0,0,4,0,0,0,0,0,0,2,0,0,0]"
22,1,533.0461728238866,1427.16,"[0,0,0,0,0,0,4,0,0,2,0,4,2,0,0]"
23,1,539.6851024797571,485.28000000000003,"[0,0,0,0,0,2,0,0,0,0,0,0,2,0,0]"
24,1,570.3193193319838,280.35,"[0,0,0,0,0,0,0,0,0,0,0,2,0,0,0]"
