cost,evac,widths
0.0,507.32,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
174.95,492.48,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
347.46,486.72,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
375.19,486.57,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
747.52,480.91,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
988.79,480.39,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
1023.02,479.7,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
1532.9,477.03,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
1966.09,474.99,"[0,2,4,0,0,0,0,0,0,2,0,4,2,2,0]"
