sim_call,batch,evac,cost_proxy,widths
1,0,573.6790865384615,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,543.2724569838057,174.95000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
3,0,573.5781882591093,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
4,0,536.143383097166,375.19000000000005,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
5,0,530.6989372469636,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
6,0,527.5346280364373,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
7,0,525.5562753036438,3212.8300000000004,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
8,0,562.691535931174,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
9,0,539.0422507591094,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
10,0,533.1791497975709,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
11,0,528.8676619433198,988.7900000000002,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
12,0,527.8267965587045,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
13,1,571.0088942307692,1131.89,"[0,4,0,0,0,0,0,0,0,2,2,0,0,0,0]"
14,1,548.6704643218624,805.45,"[0,0,0,0,0,4,0,0,4,0,0,0,2,0,0]"
15,1,527.6380819838057,1303.3700000000001,"[0,0,4,0,0,0,0,0,0,0,0,2,4,2,0]"
16,1,541.0559969635627,650.6600000000001,"[0,0,0,0,0,0,0,2,0,0,0,0,4,0,0]"
17,1,528.4188259109311,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
18,1,529.634109311741,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
19,1,528.3380693319838,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
20,1,535.2107287449393,2560.4400000000005,"[0,2,4,0,2,0,0,4,0,0,4,0,4,0,0]"
21,1,580.5741396761134,172.35000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,2]"
22,1,574.2486525809717,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
23,1,540.5948886639676,886.35,"[0,0,0,0,0,0,0,0,0,0,0,0,2,4,2]"
24,1,532.3588056680162,2308.42,"[2,2,2,0,2,0,2,0,4,0,4,0,4,0,0]"
