sim_call,batch,evac,cost_proxy,widths
1,0,566.9425227732793,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,538.702112854251,174.95000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
3,0,567.5239752024291,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
4,0,534.8882844129555,375.19000000000005,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
5,0,528.6580086032388,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
6,0,520.1608552631579,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
7,0,517.5783780364372,3212.8300000000004,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
8,0,555.9615321356275,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
9,0,535.7268598178138,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
10,0,529.3830592105264,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
11,0,526.2981971153846,988.7900000000002,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
12,0,527.0919660931174,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
13,1,557.6955781882591,1131.89,"[0,4,0,0,0,0,0,0,0,2,2,0,0,0,0]"
14,1,542.4751201923077,805.45,"[0,0,0,0,0,4,0,0,4,0,0,0,2,0,0]"
15,1,525.2737980769231,1303.3700000000001,"[0,0,4,0,0,0,0,0,0,0,0,2,4,2,0]"
16,1,537.5397710020243,650.6600000000001,"[0,0,0,0,0,0,0,2,0,0,0,0,4,0,0]"
17,1,519.0848178137652,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
18,1,529.1861462550607,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
19,1,521.1400556680162,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
20,1,526.026189271255,2560.4400000000005,"[0,2,4,0,2,0,0,4,0,0,4,0,4,0,0]"
21,1,574.0236589068826,172.35000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,2]"
22,1,569.8242282388663,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
23,1,535.1436614372469,886.35,"[0,0,0,0,0,0,0,0,0,0,0,0,2,4,2]"
24,1,522.7279099190283,2308.42,"[2,2,2,0,2,0,2,0,4,0,4,0,4,0,0]"
