sim_call,batch,evac,cost_proxy,widths
1,0,536.954504048583,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,513.5906503036437,174.95000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
3,0,536.2081477732793,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
4,0,509.2976910425101,375.19000000000005,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
5,0,505.2788714574899,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
6,0,501.61778846153845,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
7,0,500.9612474696356,3212.8300000000004,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
8,0,528.490163208502,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
9,0,513.1168901821862,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
10,0,507.2109691295546,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
11,0,505.5594382591093,988.7900000000002,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
12,0,504.3580465587044,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
13,1,536.8847482287449,1131.89,"[0,4,0,0,0,0,0,0,0,2,2,0,0,0,0]"
14,1,514.9789157388665,805.45,"[0,0,0,0,0,4,0,0,4,0,0,0,2,0,0]"
15,1,503.0456730769231,1303.3700000000001,"[0,0,4,0,0,0,0,0,0,0,0,2,4,2,0]"
16,1,521.0475645242916,650.6600000000001,"[0,0,0,0,0,0,0,2,0,0,0,0,4,0,0]"
17,1,502.7994939271255,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
18,1,505.06155111336034,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
19,1,501.71663081983803,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
20,1,509.954782388664,2560.4400000000005,"[0,2,4,0,2,0,0,4,0,0,4,0,4,0,0]"
21,1,543.7482856781377,172.35000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,2]"
22,1,535.2252530364373,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
23,1,510.0049342105263,886.35,"[0,0,0,0,0,0,0,0,0,0,0,0,2,4,2]"
24,1,508.4550733805668,2308.42,"[2,2,2,0,2,0,2,0,4,0,4,0,4,0,0]"
