sim_call,batch,evac,cost_proxy,widths
1,0,500.04797570850195,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,483.9321356275304,174.95000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
3,0,494.9369559716599,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
4,0,478.71036184210527,375.19000000000005,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
5,0,475.39583122469634,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
6,0,468.83435602226723,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
7,0,469.15587044534414,3212.8300000000004,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
8,0,490.93013663967616,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
9,0,482.34323127530365,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
10,0,477.7293775303644,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
11,0,472.7307439271255,988.7900000000002,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
12,0,475.4811424595142,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
13,1,470.40827429149795,1967.9600000000003,"[0,4,4,0,0,0,0,0,0,0,0,0,4,4,0]"
14,1,481.89410425101215,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
15,1,468.71567560728744,1940.6200000000001,"[0,4,4,0,0,0,0,0,0,0,2,0,4,2,0]"
16,1,489.85102479757086,1358.17,"[0,0,4,0,4,0,0,0,0,0,0,0,2,0,0]"
17,1,471.49757717611334,1490.7700000000002,"[0,2,2,0,0,0,0,0,0,2,0,4,2,0,0]"
18,1,512.939701417004,983.4000000000001,"[0,0,2,0,4,0,0,0,0,0,0,0,0,0,0]"
19,1,497.13195850202425,785.3000000000001,"[4,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
20,1,494.6912892206478,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
21,1,501.7408274291498,1063.51,"[0,0,0,0,4,0,0,0,0,0,0,2,0,0,0]"
22,1,478.52265308704455,1427.16,"[0,0,0,0,0,0,4,0,0,2,0,4,2,0,0]"
23,1,487.44224443319837,485.28000000000003,"[0,0,0,0,0,2,0,0,0,0,0,0,2,0,0]"
24,1,500.93483679149796,280.35,"[0,0,0,0,0,0,0,0,0,0,0,2,0,0,0]"
