cost,evac,widths
0.0,484.88,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
174.95,472.72,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
347.46,468.35,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
747.52,463.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
988.79,462.27,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
1023.02,461.6,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
1532.9,458.71,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
1967.96,458.59,"[0,4,4,0,0,0,0,0,0,0,0,0,4,4,0]"
2138.6,454.54,"[0,2,4,0,0,0,0,0,0,2,0,4,4,2,0]"
3212.83,454.0,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
