sim_call,batch,evac,cost_proxy,widths
1,0,484.87958628542515,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,472.71761133603235,174.95000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
3,0,478.99051113360326,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
4,0,469.6603365384616,375.19000000000005,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
5,0,462.99619180161943,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
6,0,458.70780617408906,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
7,0,454.00268851214577,3212.8300000000004,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
8,0,477.332995951417,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
9,0,468.35488992914975,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
10,0,465.00418775303643,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
11,0,462.2746077935223,988.7900000000002,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
12,0,461.59805161943325,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
13,1,458.59418016194337,1967.9600000000003,"[0,4,4,0,0,0,0,0,0,0,0,0,4,4,0]"
14,1,470.1222672064777,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
15,1,459.6372659412956,1940.6200000000001,"[0,4,4,0,0,0,0,0,0,0,2,0,4,2,0]"
16,1,476.8001265182187,1358.17,"[0,0,4,0,4,0,0,0,0,0,0,0,2,0,0]"
17,1,454.53757591093114,2138.6,"[0,2,4,0,0,0,0,0,0,2,0,4,4,2,0]"
18,1,469.91017839068826,1806.18,"[0,0,4,0,4,0,0,0,0,0,0,0,4,2,0]"
19,1,462.83013663967614,1408.2600000000002,"[4,0,2,0,0,0,0,0,0,0,0,0,4,2,0]"
20,1,474.64636892712554,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
21,1,472.53789220647775,1410.9700000000003,"[0,0,0,0,4,0,0,0,0,0,0,2,4,0,0]"
22,1,465.5895685728745,1702.6600000000003,"[0,0,0,0,0,0,4,0,0,2,0,4,2,2,0]"
23,1,471.0977100202429,485.28000000000003,"[0,0,0,0,0,2,0,0,0,0,0,0,2,0,0]"
24,1,483.70787575910924,280.35,"[0,0,0,0,0,0,0,0,0,0,0,2,0,0,0]"
