sim_call,batch,evac,cost_proxy,widths
1,0,499.45632591093124,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,482.8809906376518,174.95000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
3,0,491.12158400809716,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
4,0,479.6647710020243,375.19000000000005,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
5,0,475.5173203441296,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
6,0,470.3112474696356,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
7,0,469.951651062753,3212.8300000000004,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
8,0,486.63550101214577,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
9,0,481.4537828947369,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
10,0,476.08724696356273,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
11,0,474.03911310728745,988.7900000000002,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
12,0,473.9401442307692,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
13,1,492.18443825910936,1131.89,"[0,4,0,0,0,0,0,0,0,2,2,0,0,0,0]"
14,1,483.4517206477733,805.45,"[0,0,0,0,0,4,0,0,4,0,0,0,2,0,0]"
15,1,473.5574392712551,1303.3700000000001,"[0,0,4,0,0,0,0,0,0,0,0,2,4,2,0]"
16,1,483.94515435222667,650.6600000000001,"[0,0,0,0,0,0,0,2,0,0,0,0,4,0,0]"
17,1,470.4918648785425,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
18,1,474.6304782388663,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
19,1,470.9260311234818,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
20,1,475.86907894736845,2560.4400000000005,"[0,2,4,0,2,0,0,4,0,0,4,0,4,0,0]"
21,1,503.81100075910933,172.35000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,2]"
22,1,495.94382591093114,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
23,1,482.3975139170041,886.35,"[0,0,0,0,0,0,0,0,0,0,0,0,2,4,2]"
24,1,473.39805161943326,2308.42,"[2,2,2,0,2,0,2,0,4,0,4,0,4,0,0]"
