sim_call,batch,evac,cost_proxy,widths
1,0,516.5575910931174,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,499.43610829959516,174.95000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
3,0,512.07004048583,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
4,0,492.3920483299595,375.19000000000005,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
5,0,489.64209261133607,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
6,0,484.2602479757085,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
7,0,482.94885501012146,3212.8300000000004,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
8,0,504.48822115384615,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
9,0,494.80012019230765,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
10,0,490.2468370445344,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
11,0,489.05015182186236,988.7900000000002,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
12,0,486.49245951417004,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
13,1,488.27920673076926,2132.9100000000003,"[0,2,4,0,0,4,0,0,0,0,0,0,4,2,2]"
14,1,489.4446482793523,2316.6200000000003,"[2,0,0,0,2,0,2,0,4,0,4,0,4,4,0]"
15,1,486.23866396761133,1333.0800000000002,"[0,0,2,0,0,0,0,0,0,0,2,0,4,4,0]"
16,1,506.4279605263158,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
17,1,489.1051556174089,1815.28,"[0,0,4,0,0,0,4,2,4,0,0,0,4,2,0]"
18,1,485.2926366396761,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
19,1,503.26633982793527,566.84,"[0,0,0,0,2,0,0,0,0,0,0,0,2,0,0]"
20,1,516.8462044534414,2150.5,"[0,0,2,0,4,0,0,4,0,0,0,4,0,0,0]"
21,1,489.87703061740893,988.7900000000002,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
22,1,497.90032894736845,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
23,1,475.56553011133605,1660.3900000000003,"[0,0,4,4,0,0,0,0,0,0,0,0,4,4,0]"
24,1,489.59941169028343,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
