sim_call,batch,evac,cost_proxy,widths
1,0,527.1922191295547,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,508.212955465587,174.95000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
3,0,523.1044407894738,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
4,0,501.31195597166,375.19000000000005,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
5,0,495.8587234311741,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
6,0,493.81099443319835,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
7,0,491.6395685728745,3212.8300000000004,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
8,0,514.1052694838056,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
9,0,507.1156566295547,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
10,0,496.5797570850203,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
11,0,496.54779225708506,988.7900000000002,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
12,0,494.31772520242913,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
13,1,490.4437626518218,1967.9600000000003,"[0,4,4,0,0,0,0,0,0,0,0,0,4,4,0]"
14,1,503.0030364372469,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
15,1,493.2099443319838,1940.6200000000001,"[0,4,4,0,0,0,0,0,0,0,2,0,4,2,0]"
16,1,514.05495951417,1358.17,"[0,0,4,0,4,0,0,0,0,0,0,0,2,0,0]"
17,1,492.2526189271255,1966.0900000000001,"[0,2,4,0,0,0,0,0,0,2,0,4,2,2,0]"
18,1,518.8335336538462,1330.8600000000001,"[0,0,2,0,4,0,0,0,0,0,0,0,4,0,0]"
19,1,495.75711032388665,1408.2600000000002,"[4,0,2,0,0,0,0,0,0,0,0,0,4,2,0]"
20,1,515.6548266700405,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
21,1,506.027024291498,1410.9700000000003,"[0,0,0,0,4,0,0,0,0,0,0,2,4,0,0]"
22,1,499.4648216093118,1702.6600000000003,"[0,0,0,0,0,0,4,0,0,2,0,4,2,2,0]"
23,1,506.06962930161944,485.28000000000003,"[0,0,0,0,0,2,0,0,0,0,0,0,2,0,0]"
24,1,525.4801872469636,280.35,"[0,0,0,0,0,0,0,0,0,0,0,2,0,0,0]"
