sim_call,batch,evac,cost_proxy,widths
1,0,541.8022520242915,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,515.6860197368421,174.95000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
3,0,539.5102479757086,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
4,0,509.5044913967612,375.19000000000005,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
5,0,508.8165549089068,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
6,0,502.03382464574895,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
7,0,502.2988170546559,3212.8300000000004,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
8,0,532.0028846153846,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
9,0,513.5928137651822,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
10,0,508.13957489878544,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
11,0,508.3651379048583,988.7900000000002,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
12,0,504.3910425101215,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
13,1,507.9587677125506,2132.9100000000003,"[0,2,4,0,0,4,0,0,0,0,0,0,4,2,2]"
14,1,507.81831983805665,2316.6200000000003,"[2,0,0,0,2,0,2,0,4,0,4,0,4,4,0]"
15,1,505.91553011133607,1333.0800000000002,"[0,0,2,0,0,0,0,0,0,0,2,0,4,4,0]"
16,1,528.6713689271255,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
17,1,509.71223431174093,1815.28,"[0,0,4,0,0,0,4,2,4,0,0,0,4,2,0]"
18,1,506.01881958502025,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
19,1,522.8054655870445,566.84,"[0,0,0,0,2,0,0,0,0,0,0,0,2,0,0]"
20,1,541.3973937246964,2150.5,"[0,0,2,0,4,0,0,4,0,0,0,4,0,0,0]"
21,1,507.50027201417004,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
22,1,512.1991586538461,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
23,1,492.67853618421054,1660.3900000000003,"[0,0,4,4,0,0,0,0,0,0,0,0,4,4,0]"
24,1,508.92522773279353,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
