sim_call,batch,evac,cost_proxy,widths
1,0,1500.672689543476,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,1415.37553800992,174.95000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
3,0,1389.2697864156291,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
4,0,1332.6497216317443,375.19000000000005,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
5,0,1273.0540287478489,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
6,0,1245.6429851199514,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
7,0,1192.050509160846,3212.8300000000004,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
8,0,1369.8842170260148,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
9,0,1361.2164186658567,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
10,0,1266.0779451361475,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
11,0,1262.8207348921958,988.7900000000002,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
12,0,1262.7819647737626,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
13,1,1248.2857769004959,2132.9100000000003,"[0,2,4,0,0,4,0,0,0,0,0,0,4,2,2]"
14,1,1283.2582346391337,2316.6200000000003,"[2,0,0,0,2,0,2,0,4,0,4,0,4,4,0]"
15,1,1268.3238283227047,1333.0800000000002,"[0,0,2,0,0,0,0,0,0,0,2,0,4,4,0]"
16,1,1370.2473246279988,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
17,1,1257.852489118332,1815.28,"[0,0,4,0,0,0,4,2,4,0,0,0,4,2,0]"
18,1,1264.0535944933697,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
19,1,1398.8209211458648,566.84,"[0,0,0,0,2,0,0,0,0,0,0,0,2,0,0]"
20,1,1369.5880008097986,2150.5,"[0,0,2,0,4,0,0,4,0,0,0,4,0,0,0]"
21,1,1267.3883085332525,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
22,1,1360.1397206194958,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
23,1,1250.2899382528597,1660.3900000000003,"[0,0,4,4,0,0,0,0,0,0,0,0,4,4,0]"
24,1,1273.0104362789757,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
