cost,evac,widths
0.0,1658.82,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
174.95,1560.07,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
200.24,1528.82,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
347.46,1491.11,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
375.19,1465.78,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
747.52,1399.58,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
908.0,1395.3,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
988.79,1389.59,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
1023.02,1387.13,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
1532.9,1367.64,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
3212.83,1321.1,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
