sim_call,batch,evac,cost_proxy,widths
1,0,1523.4100016203515,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,1445.7738976322134,174.95000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
3,0,1421.6072551243622,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
4,0,1361.175497761844,375.19000000000005,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
5,0,1301.401541390695,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
6,0,1279.0382532255778,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
7,0,1226.4184926373782,3212.8300000000004,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
8,0,1409.5589200356478,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
9,0,1386.045561159385,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
10,0,1296.9708837171618,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
11,0,1293.1248121366796,988.7900000000002,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
12,0,1292.8786919446638,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
13,1,1271.1023272771465,1967.9600000000003,"[0,4,4,0,0,0,0,0,0,0,0,0,4,4,0]"
14,1,1386.6542038848718,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
15,1,1266.824178161269,1940.6200000000001,"[0,4,4,0,0,0,0,0,0,0,2,0,4,2,0]"
16,1,1332.7468250592453,1358.17,"[0,0,4,0,4,0,0,0,0,0,0,0,2,0,0]"
17,1,1354.4809827631605,1490.7700000000002,"[0,2,2,0,0,0,0,0,0,2,0,4,2,0,0]"
18,1,1405.9949181722432,983.4000000000001,"[0,0,2,0,4,0,0,0,0,0,0,0,0,0,0]"
19,1,1380.9992303329823,785.3000000000001,"[4,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
20,1,1420.8556307218666,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
21,1,1474.6937697480355,1063.51,"[0,0,0,0,4,0,0,0,0,0,0,2,0,0,0]"
22,1,1418.5445524700733,1427.16,"[0,0,0,0,0,0,4,0,0,2,0,4,2,0,0]"
23,1,1441.71623321383,485.28000000000003,"[0,0,0,0,0,2,0,0,0,0,0,0,2,0,0]"
24,1,1527.6361216884063,280.35,"[0,0,0,0,0,0,0,0,0,0,0,2,0,0,0]"
