cost,evac,widths
0.0,1338.77,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
174.95,1259.66,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
200.24,1233.66,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
347.46,1208.95,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
375.19,1179.36,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
747.52,1126.39,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
908.0,1120.9,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
988.79,1118.18,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
1532.9,1105.85,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
1660.39,1103.32,"[0,0,4,4,0,0,0,0,0,0,0,0,4,4,0]"
2132.91,1101.01,"[0,2,4,0,0,4,0,0,0,0,0,0,4,2,2]"
3212.83,1049.15,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
