sim_call,batch,evac,cost_proxy,widths
1,0,1401.8359739917762,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,1322.9966233871457,174.95000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
3,0,1300.251205209747,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
4,0,1241.9140422127246,375.19000000000005,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
5,0,1187.7608215681905,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
6,0,1163.6846887723066,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
7,0,1103.8049484494318,3212.8300000000004,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
8,0,1291.4260902590693,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
9,0,1270.8064736980696,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
10,0,1182.4969971034454,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
11,0,1182.1298729972248,988.7900000000002,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
12,0,1176.5111811055522,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
13,1,1338.6470517936357,1131.89,"[0,4,0,0,0,0,0,0,0,2,2,0,0,0,0]"
14,1,1321.9610504567643,805.45,"[0,0,0,0,0,4,0,0,4,0,0,0,2,0,0]"
15,1,1175.5008628896676,1303.3700000000001,"[0,0,4,0,0,0,0,0,0,0,0,2,4,2,0]"
16,1,1281.725126091272,650.6600000000001,"[0,0,0,0,0,0,0,2,0,0,0,0,4,0,0]"
17,1,1165.028485486844,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
18,1,1188.335460511657,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
19,1,1163.1573294982682,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
20,1,1156.587560007292,2560.4400000000005,"[0,2,4,0,2,0,0,4,0,0,4,0,4,0,0]"
21,1,1402.9394792278554,172.35000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,2]"
22,1,1401.716127529421,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
23,1,1302.4668617958637,886.35,"[0,0,0,0,0,0,0,0,0,0,0,0,2,4,2]"
24,1,1141.9622536409486,2308.42,"[2,2,2,0,2,0,2,0,4,0,4,0,4,0,0]"
