sim_call,batch,evac,cost_proxy,widths
1,0,1339.579176456291,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,1265.3702315124262,174.95000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
3,0,1245.5630964919387,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
4,0,1190.859142006441,375.19000000000005,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
5,0,1138.6178465090843,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
6,0,1116.614386988313,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
7,0,1060.1552267525472,3212.8300000000004,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
8,0,1238.6861966296688,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
9,0,1217.2161947296995,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
10,0,1134.1216999858218,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
11,0,1131.3330477405766,988.7900000000002,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
12,0,1127.356843086022,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
13,1,1101.8128293937737,1967.9600000000003,"[0,4,4,0,0,0,0,0,0,0,0,0,4,4,0]"
14,1,1217.3560409957263,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
15,1,1099.2673674829355,1940.6200000000001,"[0,4,4,0,0,0,0,0,0,0,2,0,4,2,0]"
16,1,1168.1876627979989,1358.17,"[0,0,4,0,4,0,0,0,0,0,0,0,2,0,0]"
17,1,1167.7405987320492,1490.7700000000002,"[0,2,2,0,0,0,0,0,0,2,0,4,2,0,0]"
18,1,1235.73982216641,983.4000000000001,"[0,0,2,0,4,0,0,0,0,0,0,0,0,0,0]"
19,1,1205.9022360852307,785.3000000000001,"[4,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
20,1,1245.2660100866888,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
21,1,1298.855713764887,1063.51,"[0,0,0,0,4,0,0,0,0,0,0,2,0,0,0]"
22,1,1225.113663891758,1427.16,"[0,0,0,0,0,0,4,0,0,2,0,4,2,0,0]"
23,1,1265.8380101679124,485.28000000000003,"[0,0,0,0,0,2,0,0,0,0,0,0,2,0,0]"
24,1,1337.8597737584055,280.35,"[0,0,0,0,0,0,0,0,0,0,0,2,0,0,0]"
