cost,evac,widths
0.0,1500.67,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
174.95,1415.38,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
200.24,1389.27,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
347.46,1360.14,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
375.19,1332.65,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
747.52,1273.01,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
908.0,1266.08,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
988.79,1262.82,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
1023.02,1262.78,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
1532.9,1245.64,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
3212.83,1192.05,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
