sim_call,batch,evac,cost_proxy,widths
1,0,1470.3958659783382,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,1388.0052130782467,174.95000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
3,0,1356.9666565441846,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
4,0,1303.1819455410466,375.19000000000005,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
5,0,1245.4412086243547,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
6,0,1219.0440732867698,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
7,0,1170.4178459358234,3212.8300000000004,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
8,0,1344.3320882680432,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
9,0,1333.089776293147,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
10,0,1239.8477275027838,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
11,0,1238.1489280291528,988.7900000000002,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
12,0,1235.3468883490232,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
13,1,1224.687968417856,2132.9100000000003,"[0,2,4,0,0,4,0,0,0,0,0,0,4,2,2]"
14,1,1254.9327077639437,2316.6200000000003,"[2,0,0,0,2,0,2,0,4,0,4,0,4,4,0]"
15,1,1241.4305597732564,1333.0800000000002,"[0,0,2,0,0,0,0,0,0,0,2,0,4,4,0]"
16,1,1343.568496811418,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
17,1,1232.2162810001012,1815.28,"[0,0,4,0,0,0,4,2,4,0,0,0,4,2,0]"
18,1,1234.2701943516552,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
19,1,1363.5872881870635,566.84,"[0,0,0,0,2,0,0,0,0,0,0,0,2,0,0]"
20,1,1333.8204210952526,2150.5,"[0,0,2,0,4,0,0,4,0,0,0,4,0,0,0]"
21,1,1241.677922866687,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
22,1,1332.750243951817,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
23,1,1222.2080736916691,1660.3900000000003,"[0,0,4,4,0,0,0,0,0,0,0,0,4,4,0]"
24,1,1244.939680129568,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
