cost,evac,widths
0.0,1339.58,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
174.95,1265.37,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
200.24,1245.27,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
347.46,1217.22,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
375.19,1190.86,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
747.52,1138.62,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
908.0,1134.12,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
988.79,1131.33,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
1023.02,1127.36,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
1532.9,1116.61,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
1940.62,1099.27,"[0,4,4,0,0,0,0,0,0,0,2,0,4,2,0]"
3212.83,1060.16,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
