sim_call,batch,evac,cost_proxy,widths
1,0,1421.2772031582144,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,1339.0500657961331,174.95000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
3,0,1310.932410162972,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
4,0,1259.175925700982,375.19000000000005,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
5,0,1200.4502986132197,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
6,0,1175.6276060329992,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
7,0,1125.4849094037859,3212.8300000000004,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
8,0,1295.41399433141,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
9,0,1285.659228666869,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
10,0,1195.142848466444,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
11,0,1194.7952029557648,988.7900000000002,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
12,0,1189.5053871849377,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
13,1,1178.991469784391,2132.9100000000003,"[0,2,4,0,0,4,0,0,0,0,0,0,4,2,2]"
14,1,1210.0150369470593,2316.6200000000003,"[2,0,0,0,2,0,2,0,4,0,4,0,4,4,0]"
15,1,1196.0309201336167,1333.0800000000002,"[0,0,2,0,0,0,0,0,0,0,2,0,4,4,0]"
16,1,1296.8141208624356,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
17,1,1186.7159337989676,1815.28,"[0,0,4,0,0,0,4,2,4,0,0,0,4,2,0]"
18,1,1189.81792691568,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
19,1,1315.0045176637311,566.84,"[0,0,0,0,2,0,0,0,0,0,0,0,2,0,0]"
20,1,1287.5145652393967,2150.5,"[0,0,2,0,4,0,0,4,0,0,0,4,0,0,0]"
21,1,1194.6640206498632,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
22,1,1284.6739224617877,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
23,1,1178.7381617572628,1660.3900000000003,"[0,0,4,4,0,0,0,0,0,0,0,0,4,4,0]"
24,1,1200.7716651482945,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
