sim_call,batch,evac,cost_proxy,widths
1,0,1502.874864295552,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,1421.5859573433797,174.95000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
3,0,1398.1857530584136,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
4,0,1341.0500394968708,375.19000000000005,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
5,0,1285.9973668752912,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
6,0,1259.319676530757,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
7,0,1204.7913208158634,3212.8300000000004,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
8,0,1386.375949931135,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
9,0,1368.976727228535,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
10,0,1276.829428206842,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
11,0,1275.3251767231775,988.7900000000002,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
12,0,1273.2648315812926,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
13,1,1248.6205383727288,1967.9600000000003,"[0,4,4,0,0,0,0,0,0,0,0,0,4,4,0]"
14,1,1369.5724514391038,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
15,1,1245.3233892365965,1940.6200000000001,"[0,4,4,0,0,0,0,0,0,0,2,0,4,2,0]"
16,1,1320.2403779546698,1358.17,"[0,0,4,0,4,0,0,0,0,0,0,0,2,0,0]"
17,1,1331.9253144558545,1490.7700000000002,"[0,2,2,0,0,0,0,0,0,2,0,4,2,0,0]"
18,1,1397.9706777120634,983.4000000000001,"[0,0,2,0,4,0,0,0,0,0,0,0,0,0,0]"
19,1,1358.4924339706715,785.3000000000001,"[4,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
20,1,1400.1437606335573,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
21,1,1461.8472433768127,1063.51,"[0,0,0,0,4,0,0,0,0,0,0,2,0,0,0]"
22,1,1394.6627473618116,1427.16,"[0,0,0,0,0,0,4,0,0,2,0,4,2,0,0]"
23,1,1424.4606793461749,485.28000000000003,"[0,0,0,0,0,2,0,0,0,0,0,0,2,0,0]"
24,1,1508.273391801021,280.35,"[0,0,0,0,0,0,0,0,0,0,0,2,0,0,0]"
