sim_call,batch,evac,cost_proxy,widths
1,0,1340.362415224213,0.0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
2,0,1260.4518736714242,174.95000000000002,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
3,0,1232.3282558963456,200.24,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
4,0,1181.5785514728213,375.19000000000005,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
5,0,1128.0405415527887,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
6,0,1105.3001407025001,1532.9,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
7,0,1052.4222087255796,3212.8300000000004,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
8,0,1221.332375746533,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
9,0,1212.0406964267638,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
10,0,1122.26364510578,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
11,0,1120.922544791983,988.7900000000002,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
12,0,1119.9332564024699,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
13,1,1102.9665036947058,2132.9100000000003,"[0,2,4,0,0,4,0,0,0,0,0,0,4,2,2]"
14,1,1134.1648142524548,2316.6200000000003,"[2,0,0,0,2,0,2,0,4,0,4,0,4,4,0]"
15,1,1124.87549853224,1333.0800000000002,"[0,0,2,0,0,0,0,0,0,0,2,0,4,4,0]"
16,1,1219.0936066403483,400.06000000000006,"[0,0,4,0,0,0,0,0,0,0,0,0,0,0,0]"
17,1,1111.4473833383945,1815.28,"[0,0,4,0,0,0,4,2,4,0,0,0,4,2,0]"
18,1,1118.3269915983399,1023.0200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
19,1,1236.7641613523635,566.84,"[0,0,0,0,2,0,0,0,0,0,0,0,2,0,0]"
20,1,1212.2158518068632,2150.5,"[0,0,2,0,4,0,0,4,0,0,0,4,0,0,0]"
21,1,1122.5208978641563,908.0,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
22,1,1211.4170665047068,347.46000000000004,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
23,1,1105.5111195465129,1660.3900000000003,"[0,0,4,4,0,0,0,0,0,0,0,0,4,4,0]"
24,1,1125.4950926207107,747.5200000000001,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
