cost,evac,widths
0.0,1250.51,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
174.95,1196.06,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
200.24,1173.07,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
347.46,1152.6,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
375.19,1130.73,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
547.7,1095.52,"[0,0,2,0,0,0,0,0,0,0,0,0,4,0,0]"
747.52,1081.05,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
908.0,1079.92,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
1023.02,1071.78,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
1532.9,1062.07,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
1940.62,1047.6,"[0,4,4,0,0,0,0,0,0,0,2,0,4,2,0]"
3212.83,1009.49,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
