cost,evac,widths
0.0,1493.3,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
174.95,1416.07,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
200.24,1393.08,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
347.46,1359.93,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
375.19,1329.09,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
747.52,1272.94,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
908.0,1266.53,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
988.79,1266.51,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
1023.02,1261.12,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
1532.9,1247.55,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
2308.42,1232.49,"[2,2,2,0,2,0,2,0,4,0,4,0,4,0,0]"
3212.83,1191.17,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
