cost,evac,widths
0.0,1263.71,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
174.95,1189.63,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
200.24,1165.9,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
347.46,1144.66,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
375.19,1116.91,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
747.52,1065.61,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
908.0,1059.75,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
1023.02,1056.17,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
1532.9,1044.23,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
1660.39,1041.11,"[0,0,4,4,0,0,0,0,0,0,0,0,4,4,0]"
2132.91,1039.83,"[0,2,4,0,0,4,0,0,0,0,0,0,4,2,2]"
3212.83,990.3,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
