cost,evac,widths
0.0,1359.77,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
174.95,1289.57,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
200.24,1266.77,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
347.46,1237.64,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
375.19,1212.14,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
747.52,1160.14,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
908.0,1156.16,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
1023.02,1149.68,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
1303.37,1146.32,"[0,0,4,0,0,0,0,0,0,0,0,2,4,2,0]"
1532.9,1136.99,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
2308.42,1115.99,"[2,2,2,0,2,0,2,0,4,0,4,0,4,0,0]"
3212.83,1079.22,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
