cost,evac,widths
0.0,1380.17,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
174.95,1300.07,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
200.24,1268.64,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
347.46,1242.08,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
375.19,1217.72,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
747.52,1159.96,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
908.0,1155.7,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
1023.02,1151.29,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
1532.9,1136.58,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
1660.39,1136.25,"[0,0,4,4,0,0,0,0,0,0,0,0,4,4,0]"
3212.83,1085.78,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
