cost,evac,widths
0.0,1523.41,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
174.95,1445.77,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
200.24,1420.86,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
347.46,1386.05,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
375.19,1361.18,"[0,0,2,0,0,0,0,0,0,0,0,0,2,0,0]"
747.52,1301.4,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
908.0,1296.97,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
988.79,1293.12,"[0,0,4,0,0,0,0,0,0,0,2,0,4,0,0]"
1023.02,1292.88,"[0,0,4,0,0,0,0,0,0,0,0,0,4,2,0]"
1532.9,1279.04,"[0,0,4,0,0,0,0,0,0,0,2,0,4,4,0]"
1940.62,1266.82,"[0,4,4,0,0,0,0,0,0,0,2,0,4,2,0]"
3212.83,1226.42,"[2,2,4,0,2,0,2,0,4,0,4,0,4,4,2]"
