ID,State,Px,Py,Vx,Vy,Speed,Flow,Ax,Ay,Density,Exit_coe,Slope,V_P,W_P,Vg,Vl,Vg_x,Vg_y,Vl_x,Vl_y,Pressure,Friction,Pressure_Sum
0,1,228.114,261.786,0.060383,0.0754714,0.0966542,0.170307,0,0,1.76202,0.440506,0,0.313034,0.323447,1,1,0.642788,0.766044,-0.804309,-0.594211,4.67585,0.938809,5.61466
1,0
2,0
3,0
4,1,567.783,451.816,0.0973019,0.00888583,0.0977068,0.174057,0,0,1.78142,0.445355,0,0.307631,0.327706,1,1,0.939693,-0.34202,0.348499,0.937309,2.01492,0.507279,2.5222
5,0
6,0
7,0
8,0
9,0
10,1,643.911,189.624,1.19736,0.303897,1.23532,0.240855,0,0,0.194973,0.0487433,0,0.904889,0.0907075,1,1,0.939693,0.34202,0.285672,-0.958327,0.160288,0.0243827,0.18467
11,0
12,0
13,0
14,1,463.538,178.818,-0.103555,0.0185089,0.105196,0.1993,0,0,1.89456,0.473639,0,0.277056,0.3531,1,1,-0.984808,0.173648,-0.247968,0.968768,0.959392,0.106272,1.06566
15,0
16,0
17,0
18,0
19,0
20,1,614.685,186.116,0.0172428,-0.0247553,0.0301685,0.0546488,0,0,1.81145,0.452863,0,0.299359,0.334356,1,1,0.5,-0.866025,-0.462435,0.886653,2.04996,0.146084,2.19604
21,1,255.819,185.406,-0.192001,-0.163789,0.252371,0.345495,0,0,1.369,0.342249,0,0.432636,0.243976,1,1,-0.939693,-0.34202,0.804623,-0.593785,6.56241,0.44067,7.00308
22,1,478.616,644.811,-0.120976,0.209298,0.241746,0.253165,0,0,1.04724,0.261809,0,0.544925,0.189577,1,1,-0.642788,0.766044,0.369499,-0.929231,6.41031,1.06158,7.47188
23,1,621.465,334.07,0.915808,0.0165572,0.915958,0.416213,0,0,0.454402,0.1136,0,0.785704,0.114498,1,1,1,0,-0.986862,0.161563,0.123954,0.0603353,0.18429
24,1,598.637,740.156,0.136407,0.127719,0.186866,0.33127,0,0,1.77276,0.443191,0,0.310036,0.325802,1,1,0.939693,0.34202,-0.949065,0.315081,8.5899,0.0685845,8.65848
25,0
