ID,State,Px,Py,Vx,Vy,Speed,Flow,Ax,Ay,Density,Exit_coe,Slope,V_P,W_P,Vg,Vl,Vg_x,Vg_y,Vl_x,Vl_y,Pressure,Friction,Pressure_Sum
23,1,559.544,373.863,0.25201,-0.218099,0.333281,0.246483,0,0,0.739566,0.184892,0,0.664402,0.146736,1,1,0.939693,-0.34202,-0.999983,-0.00582994,5.09318,0.641306,5.73448
24,1,480.529,705.23,-0.136709,1.01901,1.02814,0.540932,0,0,0.526126,0.131532,0,0.754237,0.121973,1,1,-0.173648,0.984808,0.920224,0.391391,0.899551,0.818681,1.71823
25,1,249.622,630.999,-0.670929,-0.089052,0.676814,0.415617,0,0,0.614079,0.15352,0,0.716529,0.13171,1,1,-0.984808,-0.173648,0.0437447,-0.999043,2.09029,0.836227,2.92652
26,1,504.958,506.637,0.474379,-0.0130244,0.474557,0.49607,0,0,1.04533,0.261333,0,0.545629,0.189284,1,1,1,0,-0.968622,0.248539,2.44132,0.62491,3.06623
27,0
28,1,578.308,832.965,0.806008,0.0614492,0.808347,0.625854,0,0,0.774238,0.19356,0,0.650346,0.151131,1,1,0.984808,0.173648,0.150441,-0.988619,2.36996,0.631274,3.00124
29,1,509.718,651.17,0.0588791,-0.365194,0.36991,0.579455,0,0,1.56648,0.391619,0,0.370127,0.28221,1,1,0.173648,-0.984808,0.352205,-0.935923,5.32759,0.495262,5.82286
30,1,603.013,225.375,0.563068,-0.504751,0.756187,0.546014,0,0,0.722062,0.180515,0,0.671555,0.144558,1,1,0.642788,-0.766044,0.479189,0.877712,2.52457,0.852843,3.37741
31,1,390.592,334.29,-0.249938,-0.376253,0.451703,0.593868,0,0,1.31473,0.328683,0,0.450667,0.234106,1,1,-0.34202,-0.939693,-0.524493,0.851415,8.05085,0.637172,8.68802
32,1,535.501,150.358,0.853888,0.252117,0.89033,0.484109,0,0,0.543741,0.135935,0,0.746608,0.123872,1,1,0.939693,0.34202,0.96534,-0.260996,2.25445,0.378268,2.63272
33,1,276.503,637.424,-0.312796,-0.603517,0.679761,0.423172,0,0,0.622531,0.155633,0,0.712956,0.13268,1,1,-0.939693,-0.34202,0.991859,0.127343,2.40358,0.55186,2.95544
34,1,300.144,290.953,-0.0113543,-0.145122,0.145565,0.26207,0,0,1.80036,0.45009,0,0.302402,0.331892,1,1,-0.34202,-0.939693,-0.879292,0.476284,0.56269,0.0574749,0.620164
35,1,269.375,295.697,-1.1999,-0.523485,1.30912,0.153883,0,0,0.117546,0.0293866,0,0.94209,0.0845205,1,1,-0.939693,-0.34202,-0.0206375,-0.999787,0.248838,0.217149,0.465987
36,1,432.562,177.354,-0.569965,0.0718548,0.574476,0.410792,0,0,0.715072,0.178768,0,0.674422,0.143696,1,1,-0.939693,0.34202,0.257392,-0.966307,3.25175,0.392139,3.64389
37,1,478.842,395.296,0.16957,-0.134211,0.216256,0.354842,0,0,1.64084,0.410211,0,0.347851,0.297516,1,1,0.766044,-0.642788,0.620185,0.784456,1.6939,0.246926,1.94083
38,1,206.578,565.596,-0.0594686,0.759612,0.761936,0.235869,0,0,0.309565,0.0773911,0,0.851207,0.100613,1,1,-0.173648,0.984808,-0.0728615,-0.997342,0.728364,0.268729,0.997092
39,1,555.247,125.371,0.947347,0.264277,0.983519,0.55456,0,0,0.563853,0.140963,0,0.737944,0.126072,1,1,0.939693,0.34202,-0.907905,-0.419176,0.586748,0.294786,0.881534
40,1,192.763,676.078,-0.0740451,-0.0414047,0.0848353,0.124651,0,0,1.46933,0.367333,0,0.400268,0.262954,1,1,-0.866025,-0.5,0.66072,0.750633,2.26094,0.348004,2.60895
41,1,502.565,541.042,0.459671,0.103732,0.47123,0.364555,0,0,0.773623,0.193406,0,0.650594,0.151052,1,1,0.939693,0.34202,-0.0518132,-0.998657,3.59358,0.329326,3.92291
42,1,479.293,408.376,0.156834,-0.685959,0.703659,0.710119,0,0,1.00918,0.252295,0,0.559063,0.183799,1,1,0.173648,-0.984808,0.60507,-0.796172,2.49418,0.653503,3.14768
43,1,212.383,436.568,-0.0810638,-0.0551667,0.0980546,0.13757,0,0,1.40299,0.350748,0,0.421528,0.250301,1,1,-0.939693,-0.34202,0.980148,0.198265,5.10616,0.646214,5.75238
44,1,149.989,680.684,-0.0364092,0.455267,0.456721,0.644796,0,0,1.41179,0.352949,0,0.418675,0.251956,1,1,-0.173648,0.984808,0.0898011,-0.99596,1.81544,0.713886,2.52933
45,1,544.917,633.835,0.148146,-0.0687175,0.163308,0.234554,0,0,1.43627,0.359067,0,0.410795,0.256597,1,1,0.866025,0.5,-0.585357,-0.810776,3.04795,0.337879,3.38583
46,1,452.997,473.578,0.359597,-1.19386,1.24684,0.267807,0,0,0.214788,0.0536971,0,0.895489,0.0923552,1,1,0.34202,-0.939693,-0.961087,-0.276246,0.423926,0.711239,1.13516
47,1,350.846,354.902,-0.291766,-0.828236,0.878124,0.545868,0,0,0.62163,0.155407,0,0.713337,0.132576,1,1,-0.766044,-0.642788,0.786012,-0.618211,2.96357,0.553338,3.51691
48,1,540.581,153.158,0.458557,0.107858,0.471071,0.568626,0,0,1.20709,0.301773,0,0.487521,0.215361,1,1,1,0,0.326166,0.945312,1.97551,0.78022,2.75573
49,1,250.096,410.172,-0.00327806,-0.874214,0.87422,0.567506,0,0,0.649157,0.162289,0,0.701759,0.135774,1,1,-0.173648,-0.984808,0.921478,0.38843,1.88436,0.484812,2.36917
50,1,258.07,655.273,-0.347074,-0.0809407,0.356387,0.379815,0,0,1.06574,0.266435,0,0.538118,0.192436,1,1,-0.939693,-0.34202,0.489422,0.872047,2.7739,1.29093,4.06483
51,1,239.193,428.146,-0.235348,0.017415,0.235991,0.337715,0,0,1.43105,0.357763,0,0.412469,0.255603,1,1,-0.939693,0.34202,-0.658644,-0.752455,1.56194,0.701263,2.26321
52,1,591.872,183.306,0.956778,-0.459828,1.06154,0.837644,0,0,0.789084,0.197271,0,0.644374,0.153045,1,1,0.939693,-0.34202,-0.642402,-0.766368,3.9824,1.26159,5.244
53,1,429.7,436.735,0.101506,0.0182674,0.103136,0.188744,0,0,1.83005,0.457512,0,0.294294,0.338507,1,1,0.939693,0.34202,0.028032,-0.999607,2.34506,0.191352,2.53641
54,1,562.243,756.848,0.285559,0.0546962,0.29075,0.331389,0,0,1.13977,0.284943,0,0.511306,0.204204,1,1,0.939693,0.34202,-0.114923,-0.993374,4.58383,1.08013,5.66396
55,1,413.533,438.708,1.00217,0.211847,1.02432,0.268172,0,0,0.261806,0.0654514,0,0.873381,0.0963727,1,1,0.984808,0.173648,0.767685,0.640827,0.48355,0.666351,1.1499
56,1,295.987,294.427,0.143915,-0.340724,0.36987,0.550774,0,0,1.4891,0.372275,0,0.394039,0.266804,1,1,0.34202,-0.939693,-0.292352,0.956311,4.3458,0.217024,4.56282
57,1,535.418,126.625,0.251974,-0.11352,0.276365,0.390501,0,0,1.41299,0.353248,0,0.418288,0.252182,1,1,0.939693,-0.34202,-0.903818,0.427918,6.98383,0.273044,7.25687
58,1,589.654,656.352,-0.127687,-0.487697,0.504136,0.399461,0,0,0.792369,0.198092,0,0.643056,0.153471,1,1,1.19249e-08,-1,0.933395,-0.358851,2.76078,1.736,4.49678
59,1,250.628,349.075,-0.345358,-0.651108,0.73703,0.469244,0,0,0.636669,0.159167,0,0.707,0.134315,1,1,-0.34202,-0.939693,-0.399886,0.916565,3.36325,0.315005,3.67826
60,1,533.221,294.712,0.0266271,-0.946076,0.946451,0.582322,0,0,0.615269,0.153817,0,0.716025,0.131846,1,1,0.173648,-0.984808,-0.998525,0.0543,1.80279,0.276021,2.07881
61,1,388.633,327.456,-0.235509,-0.0981235,0.255132,0.409018,0,0,1.60316,0.40079,0,0.359053,0.2897,1,1,-0.939693,-0.34202,0.948874,0.315656,4.37418,0.34988,4.72406
62,1,317.945,695.972,0.179787,0.137812,0.22653,0.421726,0,0,1.86168,0.465421,0,0.285775,0.345627,1,1,0.642788,0.766044,0.899974,0.435944,3.31653,0.538027,3.85456
63,1,629.052,333.69,0.638435,-0.0367014,0.639489,0.63853,0,0,0.998499,0.249625,0,0.563063,0.182202,1,1,0.984808,0.173648,-0.0351571,-0.999382,1.84146,0.8321,2.67356
64,1,541.402,286.109,0.493123,-0.005738,0.493156,0.582935,0,0,1.18205,0.295512,0,0.496303,0.211159,1,1,0.984808,-0.173648,-0.665133,0.746725,7.08067,0.871268,7.95194
65,1,246.111,499.294,-0.750011,0.0117385,0.750103,0.387182,0,0,0.516172,0.129043,0,0.758566,0.120911,1,1,-0.939693,0.34202,0.449149,-0.893457,1.45551,0.422549,1.87806
66,1,360.446,227.342,0.00243143,-0.967114,0.967117,0.617107,0,0,0.638089,0.159522,0,0.706403,0.13448,1,1,0.34202,-0.939693,0.669186,-0.743095,0.372111,0.738903,1.11101
67,1,325.7,717.384,0.0912903,0.861975,0.866796,0.467722,0,0,0.539599,0.1349,0,0.748398,0.123424,1,1,7.54979e-08,1,-0.264386,-0.964417,2.46062,1.22156,3.68218
68,1,348.223,712.266,0.211624,0.389353,0.443148,0.276827,0,0,0.624682,0.156171,0,0.712048,0.132928,1,1,0.939693,0.34202,-0.995288,0.0969641,2.8196,1.49299,4.31259
69,1,311.1,381.442,-0.645588,0.0335728,0.646461,0.354874,0,0,0.548949,0.137237,0,0.744359,0.124439,1,1,-0.984808,-0.173648,0.459248,0.888308,0.824072,1.28277,2.10684
70,1,389.379,435.333,0.0441325,-0.473008,0.475063,0.440085,0,0,0.926373,0.231593,0,0.590449,0.1717,1,1,1.19249e-08,-1,-0.980995,-0.194033,1.46101,1.7782,3.23921
71,1,584.625,273.181,-0.0131072,-0.416237,0.416443,0.490639,0,0,1.17817,0.294541,0,0.497672,0.210513,1,1,-0.34202,-0.939693,0.956225,0.292631,7.86046,0.271255,8.13172
72,1,473.275,378.795,0.215545,0.756521,0.786628,0.558367,0,0,0.709824,0.177456,0,0.676579,0.143051,1,1,0.34202,0.939693,-0.998635,0.0522317,0.867204,0.434091,1.3013
73,1,278.646,368.457,0.203437,-0.133273,0.243204,0.233109,0,0,0.958491,0.239623,0,0.578173,0.176316,1,1,0.866025,-0.5,-0.993257,-0.115931,6.86345,0.674444,7.5379
74,1,428.516,508.953,1.12588,0.298565,1.16479,0.280917,0,0,0.241173,0.0602933,0,0.883049,0.0945908,1,1,0.939693,0.34202,-0.276542,-0.961002,0.422784,0.179072,0.601856
75,1,266.011,274.862,-0.0127076,-0.303689,0.303955,0.436352,0,0,1.43558,0.358895,0,0.411016,0.256466,1,1,0.173648,-0.984808,-0.641802,-0.76687,4.62111,0.461703,5.08281
76,1,446.905,481.276,0.347366,-0.219925,0.411132,0.358074,0,0,0.870946,0.217737,0,0.611936,0.16396,1,1,0.939693,-0.34202,-0.980663,-0.195703,5.99713,0.3898,6.38693
77,1,239.155,628.958,-0.206283,0.288087,0.354326,0.429966,0,0,1.21348,0.303369,0,0.485294,0.216442,1,1,-0.34202,0.939693,-0.821355,-0.570417,6.01915,1.44979,7.46894
78,1,599.428,612.872,0.776456,0.0743368,0.780007,0.690352,0,0,0.885059,0.221265,0,0.606428,0.165904,1,1,0.984808,-0.173648,0.100146,0.994973,3.1909,0.884392,4.07529
79,1,579.459,544.668,-0.386724,0.196859,0.433946,0.317058,0,0,0.73064,0.18266,0,0.668045,0.145622,1,1,-0.939693,0.34202,0.894424,-0.44722,4.87059,0.572642,5.44323
80,1,306.095,280.916,-0.810183,-0.158483,0.825538,0.668162,0,0,0.809365,0.202341,0,0.636259,0.155692,1,1,-0.939693,-0.34202,-0.10052,0.994935,2.24796,0.40258,2.65054
81,1,359.477,559.974,-0.0836255,0.775915,0.780408,0.398587,0,0,0.510741,0.127685,0,0.760933,0.120335,1,1,-0.173648,0.984808,-0.674738,0.738058,2.389,0.845848,3.23485
82,1,492.35,574.03,-1.00436,-0.330364,1.0573,0.436926,0,0,0.413247,0.103312,0,0.80405,0.110391,1,1,-0.939693,-0.34202,-0.618125,0.78608,0.834636,0.276674,1.11131
83,1,214.124,300.276,0.348206,-0.977322,1.0375,0.58875,0,0,0.56747,0.141868,0,0.736391,0.126471,1,1,0.34202,-0.939693,0.367115,-0.930176,0.691537,0.244435,0.935972
84,1,305.27,241.039,0.135506,-0.748552,0.760718,0.512087,0,0,0.673163,0.168291,0,0.69174,0.138616,1,1,0.642788,-0.766044,-0.966741,-0.255757,2.02641,0.79459,2.821
85,1,354.989,196.177,-0.13431,0.00022547,0.13431,0.20243,0,0,1.50718,0.376795,0,0.388384,0.270356,1,1,-0.984808,-0.173648,0.657805,0.753188,2.83703,0.627548,3.46458
86,1,582.358,672.78,0.774917,-0.188499,0.797514,0.488462,0,0,0.612481,0.15312,0,0.717205,0.131528,1,1,0.866025,-0.5,-0.0322058,0.999481,2.82891,1.71497,4.54387
87,1,575.682,778.122,-0.03629,-0.584674,0.585799,0.399961,0,0,0.682762,0.170691,0,0.687754,0.139766,1,1,-0.173648,-0.984808,-0.510424,-0.859923,2.58244,1.70821,4.29065
88,1,575.599,448.437,0.0857532,0.168219,0.188815,0.247034,0,0,1.30833,0.327083,0,0.452817,0.232961,1,1,0.5,0.866025,-0.276256,-0.961084,4.64315,0.678015,5.32116
89,1,97.2782,471.501,0.517909,0.118729,0.531344,0.438276,0,0,0.824844,0.206211,0,0.630101,0.157738,1,1,0.939693,0.34202,-0.0501462,-0.998742,3.46925,1.38946,4.85872
90,1,199.162,315.243,-0.226684,-0.384144,0.446041,0.325351,0,0,0.72942,0.182355,0,0.668543,0.14547,1,1,-0.173648,-0.984808,-0.611923,0.790918,3.63289,0.400414,4.0333
91,1,303.631,225.309,0.164085,-0.234256,0.286007,0.274724,0,0,0.96055,0.240137,0,0.577391,0.176615,1,1,0.939693,-0.34202,0.706298,-0.707915,1.55133,1.37397,2.9253
92,1,375.239,338.328,-0.206318,-1.11311,1.13207,0.265538,0,0,0.234559,0.0586397,0,0.886159,0.0940258,1,1,-0.173648,-0.984808,-0.72472,-0.689044,0.397828,0.553762,0.95159
93,0
94,1,595.148,200.802,0.335834,1.19344,1.23979,0.26559,0,0,0.214222,0.0535555,0,0.895757,0.0923077,1,1,0.34202,0.939693,-0.99645,0.0841894,0.290426,0.301842,0.592268
95,1,474.977,558.237,-0.18776,0.917121,0.936143,0.399654,0,0,0.426916,0.106729,0,0.797933,0.111741,1,1,-0.34202,0.939693,0.934554,0.355822,1.19226,0.420203,1.61246
96,1,579.148,453.255,0.415846,1.11572,1.1907,0.262207,0,0,0.220213,0.0550533,0,0.892924,0.0928109,1,1,0.34202,0.939693,-0.0194127,0.999812,0.0946404,0.621161,0.715801
97,1,227.919,287.586,0.0528571,-0.35176,0.355709,0.385048,0,0,1.08248,0.27062,0,0.531995,0.195051,1,1,0.34202,-0.939693,-0.985513,-0.1696,2.72693,1.35369,4.08063
98,1,516.497,264.275,0.30917,0.676426,0.743733,0.703999,0,0,0.946576,0.236644,0,0.582713,0.174592,1,1,0.34202,0.939693,0.150073,0.988675,1.67262,0.0762039,1.74883
99,1,394.094,518.244,0.306846,-0.159105,0.345643,0.391322,0,0,1.13216,0.283039,0,0.514032,0.202969,1,1,0.766044,-0.642788,0.866474,-0.499222,2.21675,0.678832,2.89558
100,1,420.093,226.472,-0.460312,-0.894213,1.00574,0.589653,0,0,0.58629,0.146573,0,0.728338,0.128565,1,1,-0.34202,-0.939693,-0.99798,-0.0635246,1.05124,0.517848,1.56909
101,1,550.751,497.829,1.28861,0.340772,1.3329,0.291468,0,0,0.218671,0.0546679,0,0.893653,0.0926812,1,1,0.939693,0.34202,0.347227,-0.937781,0.243317,0.150328,0.393645
102,1,422.658,396.321,0.0116738,-0.265671,0.265927,0.28268,0,0,1.063,0.265749,0,0.539125,0.19201,1,1,0.34202,-0.939693,-0.920179,-0.391498,4.07406,0.332156,4.40622
103,1,161.128,620.402,-0.741893,-0.253378,0.783968,0.627377,0,0,0.800259,0.200065,0,0.639896,0.154499,1,1,-0.939693,-0.34202,-0.874557,0.484922,1.73559,0.0664388,1.80202
104,1,485.72,639.248,-0.145516,-0.25703,0.295363,0.327919,0,0,1.11022,0.277556,0,0.521925,0.199444,1,1,-0.5,-0.866025,-0.0182603,0.999833,3.81562,2.07636,5.89198
105,1,459.985,640.904,1.23414,0.353311,1.28372,0.165798,0,0,0.129155,0.0322886,0,0.936465,0.0854231,1,1,0.939693,0.34202,-0.790673,-0.612239,0.2478,0.693066,0.940866
106,1,264.83,616.797,-0.54564,-0.132953,0.561604,0.512121,0,0,0.911891,0.227973,0,0.596026,0.16965,1,1,-0.642788,-0.766044,0.242634,0.970118,3.82825,0.320085,4.14834
107,1,81.1575,407.209,-0.559125,-0.232459,0.605523,0.72235,0,0,1.19294,0.298234,0,0.492476,0.212979,1,1,-0.939693,-0.34202,-0.432422,0.901672,1.4884,0.403655,1.89205
108,1,613.018,131.763,0.798939,-0.14225,0.811504,0.780362,0,0,0.961624,0.240406,0,0.576983,0.176772,1,1,0.939693,-0.34202,-0.402564,0.915392,2.09111,0.523027,2.61413
109,1,450.419,482.802,0.0502374,-0.134118,0.143218,0.213566,0,0,1.49119,0.372798,0,0.393382,0.267213,1,1,1.19249e-08,-1,0.789077,0.614294,4.70219,0.543515,5.24571
110,1,185.242,591.902,-0.147351,0.0416183,0.153115,0.245774,0,0,1.60516,0.401289,0,0.358455,0.290111,1,1,-1,1.50996e-07,0.943924,0.330161,2.61754,0.759107,3.37665
111,1,237.318,204.202,0.19915,-0.091326,0.219092,0.385368,0,0,1.75893,0.439734,0,0.313898,0.322771,1,1,0.984808,-0.173648,0.190574,-0.981673,2.53339,0.39145,2.92484
112,1,238.64,629.97,-0.438675,-0.0882553,0.447465,0.551869,0,0,1.23332,0.308331,0,0.478406,0.219827,1,1,-0.939693,-0.34202,-0.994126,0.108232,3.97625,0.764316,4.74057
113,1,618.045,201.134,0.849496,0.980304,1.29717,0.395176,0,0,0.304645,0.0761614,0,0.853478,0.100168,1,1,0.766044,0.642788,-0.877628,-0.479343,1.41939,1.62077,3.04017
114,1,382.556,642.436,-0.852935,0.0524471,0.854546,0.303664,0,0,0.355352,0.0888379,0,0.830216,0.104832,1,1,-0.939693,0.34202,0.967674,-0.252205,0.768495,0.37934,1.14783
115,1,266.365,249.982,-0.282174,-0.950479,0.99148,0.594967,0,0,0.60008,0.15002,0,0.722466,0.130117,1,1,-0.34202,-0.939693,-0.208,-0.978129,0.365335,0.121363,0.486698
116,1,445.403,491.47,0.328205,-0.754165,0.822486,0.655818,0,0,0.797361,0.19934,0,0.641056,0.154121,1,1,0.34202,-0.939693,0.256785,-0.966469,1.39276,1.10243,2.49518
117,1,270.904,647.581,-0.483418,0.133658,0.501555,0.490042,0,0,0.977046,0.244261,0,0.571141,0.179027,1,1,-0.642788,0.766044,0.186771,-0.982404,3.65231,2.54101,6.19332
118,1,237.574,766.153,0.424606,-1.20535,1.27795,0.22512,0,0,0.176157,0.0440392,0,0.913861,0.0891674,1,1,1.19249e-08,-1,0.991123,0.132949,0.121479,0,0.121479
119,1,533.64,296.948,0.0715237,-0.707044,0.710652,0.354471,0,0,0.498796,0.124699,0,0.766152,0.119077,1,1,0.173648,-0.984808,-0.983292,-0.182036,0.126526,0.666245,0.792771
120,1,535.065,703.725,1.23401,-0.399632,1.29711,0.270572,0,0,0.208596,0.052149,0,0.898422,0.0918374,1,1,0.984808,-0.173648,0.859879,-0.510497,0.0505311,0.00729062,0.0578218
121,1,193.987,213.628,0.292062,0.170538,0.338206,0.365451,0,0,1.08056,0.27014,0,0.532696,0.194749,1,1,0.939693,0.34202,-0.640265,0.768154,1.33373,1.53527,2.86899
122,1,332.953,725.751,0.0953374,0.237617,0.25603,0.36789,0,0,1.43691,0.359226,0,0.410591,0.256719,1,1,7.54979e-08,1,0.920888,-0.389827,6.27694,0.309126,6.58607
123,0
124,1,157.139,609.01,-0.197042,0.96688,0.986753,0.56499,0,0,0.572575,0.143144,0,0.734203,0.127036,1,1,-0.34202,0.939693,0.903656,0.428259,0.849053,0.719919,1.56897
125,1,129.887,520.537,1.14187,0.342806,1.19222,0.245287,0,0,0.20574,0.0514349,0,0.899776,0.0915994,1,1,0.984808,0.173648,0.964058,-0.265694,0.226642,0.129463,0.356105
126,1,575.922,449.066,0.106956,0.173203,0.203565,0.321247,0,0,1.5781,0.394526,0,0.366599,0.284571,1,1,0.34202,0.939693,0.0103071,-0.999947,3.76401,0.119913,3.88392
127,1,162.834,434.217,-0.033034,-0.428428,0.4297,0.414589,0,0,0.964835,0.241209,0,0.575764,0.177239,1,1,0.173648,-0.984808,-0.998992,0.0448799,3.14815,0.782666,3.93082
128,1,195.976,400.869,-0.56291,-0.216223,0.603009,0.513867,0,0,0.852171,0.213043,0,0.619302,0.161403,1,1,-0.984808,-0.173648,0.772497,-0.635018,0.951142,1.05976,2.0109
129,1,518.988,336.416,0.449495,0.0895431,0.458327,0.280987,0,0,0.61307,0.153267,0,0.716956,0.131595,1,1,0.766044,0.642788,0.39624,-0.918147,3.32066,0.457671,3.77833
130,1,241.462,339.447,-0.101931,-0.150174,0.181499,0.326081,0,0,1.7966,0.44915,0,0.303436,0.331059,1,1,-0.34202,-0.939693,0.572369,0.819996,2.13695,0.758491,2.89544
131,1,241.873,343.687,-0.409073,-0.780987,0.881635,0.612016,0,0,0.694183,0.173546,0,0.683027,0.141144,1,1,-0.34202,-0.939693,-0.91507,0.403296,0.791769,0.336324,1.12809
132,1,398.18,394.423,-0.425785,-0.128896,0.444867,0.589338,0,0,1.32475,0.331187,0,0.447311,0.235907,1,1,-0.939693,-0.34202,0.999918,0.0128382,4.09516,0.454055,4.54921
133,1,139.884,640.178,-0.0291124,-0.0785787,0.0837983,0.138958,0,0,1.65824,0.41456,0,0.34274,0.301164,1,1,-0.642788,-0.766044,0.899928,0.436039,3.39234,0.882136,4.27447
134,1,559.413,749.122,1.26584,-0.347113,1.31257,0.261756,0,0,0.199422,0.0498555,0,0.902775,0.0910751,1,1,0.939693,-0.34202,0.70653,0.707683,0.32528,0,0.32528
135,0
136,1,596.872,205.099,0.222453,0.172566,0.281539,0.275935,0,0,0.980093,0.245023,0,0.56999,0.179475,1,1,0.939693,0.34202,-0.822669,0.56852,5.84325,0.337532,6.18078
137,1,614.541,140.758,-0.15417,-0.350906,0.38328,0.412189,0,0,1.07543,0.268856,0,0.534571,0.193946,1,1,-0.939693,-0.34202,0.987153,0.159779,6.97972,0.848374,7.82809
138,1,232.255,248.404,0.19693,-1.27437,1.28949,0.326113,0,0,0.2529,0.0632251,0,0.877547,0.0955999,1,1,0.173648,-0.984808,0.999895,-0.0144812,0.297854,0.0622658,0.36012
139,1,449.553,438.896,0.324397,-0.0427941,0.327207,0.422903,0,0,1.29246,0.323115,0,0.458173,0.230137,1,1,0.984808,0.173648,0.0647308,-0.997903,3.76463,0.276579,4.04121
140,0
141,1,419.326,156.209,-0.206756,-0.345963,0.403037,0.450786,0,0,1.11848,0.279619,0,0.518949,0.200764,1,1,-0.5,-0.866025,0.543576,0.83936,8.22313,0.646867,8.87
142,1,552.958,757.835,0.277086,0.0390963,0.279831,0.221345,0,0,0.790996,0.197749,0,0.643607,0.153293,1,1,0.939693,0.34202,-0.660435,-0.750883,3.25151,0.404764,3.65627
