ID,State,Px,Py,Vx,Vy,Speed,Flow,Ax,Ay,Density,Exit_coe,Slope,V_P,W_P,Vg,Vl,Vg_x,Vg_y,Vl_x,Vl_y,Pressure,Friction,Pressure_Sum
34,1,277.582,280.6,-0.253933,-0.400777,0.474452,0.422295,0,0,0.890068,0.222517,0,0.60448,0.166598,1,1,-0.34202,-0.939693,-0.656112,0.754664,5.91034,0.488971,6.39931
35,1,254.709,217.16,-0.0860812,-0.18502,0.204065,0.357186,0,0,1.75036,0.437589,0,0.316306,0.320899,1,1,-0.34202,-0.939693,0.914799,0.40391,1.26513,0.337441,1.60257
36,1,386.382,174.62,-0.134223,-0.0403084,0.140145,0.251916,0,0,1.79754,0.449385,0,0.303177,0.331267,1,1,-0.984808,0.173648,-0.223091,-0.974798,1.51189,0.352647,1.86454
37,1,517.574,390.471,0.149799,-0.0972762,0.178613,0.315261,0,0,1.76505,0.441263,0,0.312187,0.32411,1,1,0.939693,-0.34202,0.437572,-0.899183,2.16739,0.307278,2.47467
38,1,146.248,591.347,-1.23336,0.0374513,1.23393,0.21309,0,0,0.172692,0.043173,0,0.915518,0.0888864,1,1,-1,1.50996e-07,0.970449,0.241306,0.857809,0.645847,1.50366
39,1,622.309,127.411,0.437587,0.043927,0.439787,0.491671,0,0,1.11798,0.279494,0,0.519129,0.200684,1,1,0.939693,0.34202,0.121044,-0.992647,7.31128,0.574143,7.88542
40,0
41,1,548.103,573.666,0.00431692,0.290888,0.29092,0.431324,0,0,1.48262,0.370655,0,0.396076,0.265538,1,1,-0.34202,0.939693,0.999112,0.0421329,4.98543,0.582322,5.56775
42,1,487.094,395.4,0.192581,-0.301895,0.358089,0.405129,0,0,1.13136,0.282841,0,0.514318,0.20284,1,1,0.642788,-0.766044,-0.151946,0.988389,9.22709,0.762065,9.98915
43,1,164.347,429.558,-0.00124577,-0.150101,0.150106,0.193115,0,0,1.28652,0.32163,0,0.460186,0.229086,1,1,-0.34202,-0.939693,0.990249,0.139309,4.07332,0.664639,4.73796
44,0
45,1,557.879,618.474,0.0236764,-0.105763,0.10838,0.153726,0,0,1.4184,0.354599,0,0.416542,0.253203,1,1,-0.5,-0.866025,0.78669,0.617348,5.74722,0.35141,6.09863
46,1,460.413,459.865,0.0531389,-0.0251325,0.0587825,0.114891,0,0,1.9545,0.488626,0,0.261504,0.36691,1,1,0.939693,-0.34202,0.157766,-0.987477,0.953771,0.0601594,1.01393
47,1,356.292,314.219,-0.24123,-0.324311,0.40419,0.489896,0,0,1.21204,0.303011,0,0.485794,0.216199,1,1,-0.34202,-0.939693,-0.86842,0.49583,4.85966,0.733191,5.59285
48,1,582.613,133.032,0.480803,-0.0476369,0.483157,0.571671,0,0,1.1832,0.2958,0,0.495898,0.211351,1,1,0.939693,-0.34202,0.496615,0.867971,5.81109,0.775301,6.58639
49,1,229.272,391.385,-0.0992639,0.0400988,0.107057,0.170087,0,0,1.58875,0.397187,0,0.363383,0.286744,1,1,-0.34202,0.939693,0.580315,-0.814392,5.36512,0.276136,5.64125
50,1,239.58,632.78,-0.119039,0.0155225,0.120047,0.208257,0,0,1.7348,0.4337,0,0.320696,0.317518,1,1,-0.939693,-0.34202,-0.325531,0.945531,3.71132,0.469238,4.18056
51,1,177.582,437.389,-0.369556,-0.0912203,0.380648,0.484109,0,0,1.2718,0.317951,0,0.465191,0.226497,1,1,-1,1.50996e-07,-0.0879363,-0.996126,2.78622,0.625912,3.41213
52,1,616.015,176.052,0.00629033,0.0586064,0.058943,0.107179,0,0,1.81835,0.454588,0,0.297474,0.335893,1,1,-0.34202,0.939693,0.853314,-0.521398,6.41852,0.294983,6.7135
53,1,461.156,434.162,0.159807,0.00486281,0.159881,0.234764,0,0,1.46836,0.367091,0,0.400574,0.262767,1,1,0.939693,0.34202,-0.505606,-0.862764,6.68255,0.401744,7.08429
54,0
55,1,453.449,440.408,0.0953568,-0.000120137,0.0953568,0.171347,0,0,1.7969,0.449226,0,0.303352,0.331126,1,1,0.939693,-0.34202,-0.242856,0.970062,3.69516,0.0500722,3.74523
56,1,298.184,285.259,0.168407,-0.0870492,0.189574,0.295524,0,0,1.55889,0.389721,0,0.37244,0.280675,1,1,0.984808,-0.173648,-0.997289,-0.0735819,5.75946,0.959157,6.71861
57,1,585.5,132.131,0.235279,0.0134379,0.235662,0.384777,0,0,1.63275,0.408187,0,0.350243,0.295826,1,1,0.939693,-0.34202,0.150546,0.988603,2.69464,0.564844,3.25949
58,1,592.351,622.453,0.0241505,-0.185433,0.186999,0.355652,0,0,1.90189,0.475472,0,0.27513,0.354776,1,1,0.34202,-0.939693,-0.64213,0.766596,0.715075,0.52876,1.24383
59,1,244.993,310.431,0.196663,-0.0790835,0.211969,0.219767,0,0,1.03679,0.259198,0,0.548787,0.187977,1,1,0.939693,-0.34202,-0.949846,-0.312719,6.49948,0.60255,7.10203
60,1,574.66,276.463,0.33013,-0.00357202,0.330149,0.43804,0,0,1.32679,0.331698,0,0.446627,0.236276,1,1,0.939693,-0.34202,0.122859,0.992424,6.76805,0.8441,7.61215
61,1,372.177,277.862,-0.0757535,-0.355832,0.363806,0.610392,0,0,1.6778,0.419449,0,0.337039,0.305296,1,1,-0.34202,-0.939693,0.344749,-0.938695,0.505134,0.926736,1.43187
62,1,322.165,775.839,-0.1591,0.658337,0.677289,0.760521,0,0,1.12289,0.280722,0,0.51736,0.201474,1,1,-0.34202,0.939693,0.584389,0.811473,0.510663,0.254084,0.764746
63,0
64,1,583.206,259.192,-0.0985873,-0.206466,0.228796,0.30332,0,0,1.32572,0.331431,0,0.446985,0.236083,1,1,-0.5,-0.866025,0.973749,0.227626,5.10167,0.438368,5.54004
65,1,223.609,521.321,-0.113733,-0.0797374,0.1389,0.243457,0,0,1.75275,0.438188,0,0.315633,0.321421,1,1,-0.939693,-0.34202,0.995023,-0.099643,1.54415,0.483789,2.02794
66,1,328.574,199.924,-0.175482,0.0457775,0.181355,0.334831,0,0,1.84627,0.461568,0,0.289909,0.34215,1,1,-0.984808,-0.173648,-0.133729,0.991018,1.44126,0.57609,2.01735
67,1,319.606,778.077,-0.236536,0.539979,0.589513,0.549682,0,0,0.932433,0.233108,0,0.588123,0.172564,1,1,-0.173648,0.984808,-0.68396,0.72952,2.73892,0.902602,3.64152
68,1,319.496,794.987,-0.256,1.11607,1.14505,0.51423,0,0,0.44909,0.112272,0,0.78806,0.11396,1,1,-0.34202,0.939693,0.943531,0.331284,0.702996,0.118075,0.821072
69,1,281.027,367.541,-0.100629,-0.131313,0.165437,0.250367,0,0,1.51337,0.378342,0,0.386459,0.271578,1,1,-0.866025,-0.5,0.636291,-0.771449,5.54433,0.467325,6.01165
70,1,382.538,395.792,0.048746,-0.160717,0.167947,0.245213,0,0,1.46006,0.365015,0,0.403206,0.261161,1,1,0.34202,-0.939693,-0.563764,0.825936,6.04656,0.307625,6.35418
71,1,591.212,234.975,0.18983,-0.108895,0.218846,0.339252,0,0,1.55019,0.387546,0,0.3751,0.278922,1,1,0.642788,-0.766044,0.84872,0.528843,3.42682,0.746967,4.17379
72,1,482.63,390.932,0.140976,-0.0172126,0.142023,0.252031,0,0,1.77457,0.443644,0,0.309532,0.326199,1,1,0.939693,0.34202,-0.092143,-0.995746,5.88076,0.441984,6.32274
73,1,277.565,322.755,0.0397131,-0.162442,0.167226,0.265483,0,0,1.58757,0.396892,0,0.363739,0.286502,1,1,0.5,-0.866025,-0.949613,-0.313426,6.92049,0.426792,7.34728
74,1,460.162,470.396,0.0525663,-0.0823703,0.0977142,0.193388,0,0,1.97912,0.49478,0,0.255247,0.372647,1,1,0.34202,-0.939693,-0.348573,0.937282,2.61357,0.0792197,2.69279
75,1,251.182,218.401,-0.12636,-0.127938,0.179819,0.328876,0,0,1.82892,0.457231,0,0.294598,0.338256,1,1,-0.34202,-0.939693,-0.687965,0.725744,1.08955,0.171282,1.26083
76,1,458.827,465.575,0.0471585,-0.0603231,0.076569,0.155966,0,0,2.03694,0.509234,0,0.240851,0.386259,1,1,0.5,-0.866025,0.455152,0.890414,2.17456,0.10717,2.28173
77,1,192.319,622.743,-0.31301,-0.10087,0.328862,0.288894,0,0,0.878467,0.219617,0,0.608998,0.164994,1,1,-0.984808,-0.173648,0.00671315,-0.999978,3.28594,0.656341,3.94228
78,0
79,1,578.164,546.276,-0.0829026,-0.2355,0.249666,0.245992,0,0,0.985287,0.246322,0,0.568031,0.180241,1,1,-0.34202,-0.939693,0.272925,0.962035,5.30484,0.834799,6.13964
80,1,273.662,274.681,-0.294109,-0.557968,0.630736,0.567917,0,0,0.900404,0.225101,0,0.600468,0.168038,1,1,-0.34202,-0.939693,-0.763767,-0.645492,2.41697,0.554764,2.97174
81,1,323.526,599.559,-0.041613,0.172578,0.177524,0.311127,0,0,1.75259,0.438147,0,0.315678,0.321386,1,1,-0.34202,0.939693,0.911686,-0.410887,0.888348,0.300024,1.18837
82,1,517.913,601.117,-0.161492,0.169419,0.234057,0.262396,0,0,1.12108,0.28027,0,0.518012,0.201182,1,1,-0.642788,0.766044,1,7.2452e-05,5.01543,0.550052,5.56548
83,1,219.228,272.774,0.0622354,-0.0170512,0.064529,0.125003,0,0,1.93716,0.484289,0,0.265958,0.36289,1,1,0.939693,-0.34202,0.264415,-0.964409,1.35603,0.130095,1.48612
84,1,324.125,217.861,0.0952741,-0.00910784,0.0957085,0.189655,0,0,1.98159,0.495398,0,0.254623,0.373225,1,1,0.939693,0.34202,-0.590487,-0.807047,2.99542,0.0475544,3.04297
85,1,321.673,190.049,0.396459,-0.227093,0.456892,0.427842,0,0,0.936417,0.234104,0,0.586596,0.173133,1,1,0.939693,-0.34202,0.896073,-0.443907,3.56971,0.584982,4.1547
86,1,592.62,633.541,0.0627372,-0.12133,0.13659,0.28293,0,0,2.07137,0.517843,0,0.232475,0.394454,1,1,0.34202,-0.939693,-0.595138,-0.803623,1.71099,0.185333,1.89632
87,1,605.302,757.571,0.188381,-0.287763,0.34394,0.384746,0,0,1.11864,0.279661,0,0.518889,0.200791,1,1,0.642788,-0.766044,0.617293,0.786733,6.25437,0.93076,7.18513
88,1,592.663,496.732,0.0174248,0.163385,0.164312,0.285713,0,0,1.73885,0.434712,0,0.319551,0.318396,1,1,0.5,0.866025,-0.991018,-0.133731,4.38149,0.372172,4.75366
89,1,77.8769,408.32,-0.667477,-0.105923,0.67583,0.628749,0,0,0.930337,0.232584,0,0.588927,0.172264,1,1,-0.939693,-0.34202,0.175225,0.984528,6.11661,0.766711,6.88332
90,1,220.574,280.933,-0.00304472,-0.0827564,0.0828124,0.158476,0,0,1.91367,0.478419,0,0.272047,0.357478,1,1,0.34202,-0.939693,-0.576355,0.8172,1.1921,0.175976,1.36808
91,1,324.152,213.622,0.0705501,-0.0174662,0.0726801,0.114358,0,0,1.57345,0.393362,0,0.36801,0.283625,1,1,0.984808,-0.173648,-0.940031,0.341088,6.76594,0.311959,7.0779
92,1,351.057,290.762,0.00649559,-0.122736,0.122908,0.207255,0,0,1.68626,0.421565,0,0.334587,0.307094,1,1,-0.34202,-0.939693,0.805874,-0.592087,4.42485,0.494655,4.91951
93,0
94,0
95,1,517.372,602.767,-0.0741146,0.237026,0.248343,0.338751,0,0,1.36404,0.341011,0,0.434266,0.243064,1,1,-0.766044,0.642788,0.890229,0.455513,2.62196,0.955623,3.57758
96,1,600.791,519.893,0.177951,0.585269,0.611724,0.416166,0,0,0.680318,0.170079,0,0.688768,0.139472,1,1,0.173648,0.984808,0.327255,-0.944936,0.939114,0.967416,1.90653
97,1,230.401,277.53,-0.0317073,-0.133893,0.137596,0.26693,0,0,1.93996,0.484991,0,0.265235,0.363539,1,1,-0.34202,-0.939693,0.489893,-0.871783,1.63061,0.25925,1.88986
98,1,539.497,280.195,0.193074,0.0473352,0.198792,0.237012,0,0,1.19226,0.298066,0,0.492712,0.212866,1,1,0.766044,-0.642788,-0.99253,0.122001,8.00863,0.481148,8.48978
99,1,416.65,472.826,0.374979,0.174374,0.41354,0.499751,0,0,1.20847,0.302117,0,0.48704,0.215594,1,1,0.939693,0.34202,-0.914485,0.404619,5.40379,0.660973,6.06476
100,1,404.875,181.398,-0.00178334,-0.148012,0.148022,0.278679,0,0,1.88268,0.47067,0,0.28019,0.350391,1,1,-0.34202,-0.939693,0.549128,0.835738,1.84241,0.316966,2.15938
101,1,593.015,505.972,0.139657,0.0802086,0.161051,0.306811,0,0,1.90505,0.476262,0,0.274301,0.3555,1,1,0.984808,0.173648,-0.524418,0.851461,2.74846,0.446697,3.19516
102,1,455.255,381.807,0.224653,0.0974964,0.244897,0.245138,0,0,1.00098,0.250246,0,0.562131,0.182572,1,1,0.642788,0.766044,-0.380463,-0.924796,6.25597,0.383769,6.63974
103,0
104,1,502.178,649.928,0.0583664,0.167901,0.177757,0.237564,0,0,1.33645,0.334114,0,0.443405,0.238024,1,1,0.173648,0.984808,0.111692,-0.993743,9.10812,0.321011,9.42913
105,1,496.954,650.394,0.103106,0.0347335,0.1088,0.196514,0,0,1.8062,0.45155,0,0.300798,0.333188,1,1,0.984808,0.173648,-0.177789,0.984069,1.17527,0.212132,1.3874
106,1,247.014,630.281,-0.100691,-0.0441379,0.10994,0.190224,0,0,1.73026,0.432564,0,0.321984,0.316534,1,1,-0.939693,0.34202,0.575914,-0.81751,3.06291,0.491254,3.55416
107,0
108,0
109,1,462.432,466.975,0.0313031,-0.0309005,0.0439855,0.0883072,0,0,2.00764,0.501911,0,0.248092,0.379339,1,1,0.34202,-0.939693,-0.227139,0.973862,2.47211,0.160562,2.63268
110,0
111,1,246.923,192.465,0.112305,-0.0918555,0.145086,0.222552,0,0,1.53393,0.383483,0,0.380093,0.275665,1,1,0.939693,-0.34202,-0.143092,-0.989709,6.17707,0.214861,6.39193
112,1,178.596,622.012,-0.482901,-0.0490702,0.485388,0.572836,0,0,1.18016,0.295041,0,0.496968,0.210845,1,1,-0.939693,-0.34202,-0.235689,0.971829,2.17474,0.554293,2.72903
113,0
114,1,363.056,675.644,-0.0500223,0.0379443,0.0627853,0.108328,0,0,1.72537,0.431342,0,0.323372,0.315478,1,1,-0.939693,0.34202,0.987879,0.155227,4.05617,0.530681,4.58685
115,1,253.759,199.183,-0.0373564,-0.171622,0.175641,0.322824,0,0,1.83798,0.459494,0,0.292146,0.340285,1,1,-0.34202,-0.939693,-0.412352,-0.911025,2.19475,0.291751,2.4865
116,1,456.979,467.241,0.0755872,-0.0352063,0.0833841,0.178507,0,0,2.14077,0.535194,0,0.216045,0.411147,1,1,0.5,-0.866025,0.992077,-0.125635,3.09865,0.131282,3.22993
117,1,241.297,631.77,-0.0635787,-0.00763294,0.0640353,0.115348,0,0,1.80131,0.450329,0,0.302139,0.332104,1,1,-0.939693,-0.34202,0.786853,-0.61714,0.62935,0.34155,0.9709
118,1,229.063,738.08,-0.0851723,0.103579,0.1341,0.167441,0,0,1.24862,0.312156,0,0.473129,0.222462,1,1,-0.766044,0.642788,0.355835,-0.934549,6.36679,0.187463,6.55425
119,1,576.739,276.587,0.145144,-0.22938,0.271444,0.266767,0,0,0.982769,0.245692,0,0.56898,0.17987,1,1,0.5,-0.866025,0.159955,0.987124,7.00248,0.649186,7.65167
120,1,593.66,718.021,0.0859954,0.191563,0.20998,0.420505,0,0,2.0026,0.50065,0,0.249351,0.378152,1,1,0.34202,0.939693,0.999905,-0.0137585,1.23181,0.179539,1.41135
121,1,233.407,204.312,0.0984096,-0.0280492,0.102329,0.206289,0,0,2.01594,0.503985,0,0.246031,0.381293,1,1,0.939693,-0.34202,0.474627,0.880187,1.77948,0.163056,1.94253
122,1,313.742,811.649,-0.0417902,0.458718,0.460618,0.669315,0,0,1.45308,0.36327,0,0.405425,0.259817,1,1,-0.34202,0.939693,0.897338,-0.441344,0.861242,0.183012,1.04425
123,0
124,0
125,1,145.749,547.961,0.0417651,0.332582,0.335194,0.426782,0,0,1.27324,0.31831,0,0.464702,0.226749,1,1,-0.173648,0.984808,-0.931684,-0.363269,4.09445,0.817978,4.91243
126,1,595.385,504.463,0.131261,0.133596,0.187289,0.318252,0,0,1.69925,0.424813,0,0.33084,0.309865,1,1,0.34202,0.939693,0.873226,-0.487316,0.761564,0.18599,0.947555
127,1,162.486,407.814,-0.0347349,-0.0853053,0.0921059,0.166128,0,0,1.80366,0.450915,0,0.301494,0.332624,1,1,-0.34202,-0.939693,0.441152,-0.897432,1.6792,0.242238,1.92144
128,1,154.358,398.302,-0.502149,0.0620942,0.505974,0.728324,0,0,1.43945,0.359863,0,0.409776,0.257204,1,1,-0.939693,0.34202,-0.285795,-0.958291,1.28543,0.789285,2.07472
129,1,555.69,338.604,0.0213046,0.0422511,0.0473185,0.0916755,0,0,1.93741,0.484354,0,0.265891,0.362949,1,1,0.866025,0.5,-0.922572,0.385825,3.03799,0.228407,3.2664
130,1,260.405,296.953,-0.123334,-0.325984,0.348536,0.364555,0,0,1.04596,0.261491,0,0.545396,0.189381,1,1,-0.642788,-0.766044,0.762724,0.646724,8.55641,0.848933,9.40535
131,1,253.429,302.463,0.132404,-0.195372,0.236011,0.417777,0,0,1.77016,0.442541,0,0.310761,0.325231,1,1,0.34202,-0.939693,0.904905,0.425613,0.141716,0.272156,0.413872
132,1,377.829,389.398,-0.0315813,0.135068,0.138711,0.159236,0,0,1.14797,0.286991,0,0.508381,0.205538,1,1,-0.5,0.866025,0.232106,-0.972691,8.80569,0.294696,9.10039
133,0
134,0
135,0
136,0
137,0
138,1,247.215,198.621,0.0214742,-0.0473688,0.052009,0.0977548,0,0,1.87957,0.469893,0,0.281013,0.349685,1,1,0.34202,-0.939693,0.625229,0.780441,2.03646,0.0264982,2.06296
139,1,468.539,439.527,0.0552546,0.105131,0.118767,0.21414,0,0,1.80302,0.450756,0,0.301669,0.332483,1,1,0.34202,0.939693,-0.796586,0.604526,0.132104,0.256038,0.388142
140,0
141,1,390.054,170.365,-0.399958,0.0712142,0.406249,0.325725,0,0,0.801786,0.200446,0,0.639286,0.154699,1,1,-0.939693,0.34202,0.676277,-0.736648,5.95688,0.366878,6.32375
142,0
143,1,145.022,579.655,-0.109915,0.550255,0.561125,0.467351,0,0,0.832882,0.208221,0,0.626915,0.158809,1,1,-0.34202,0.939693,0.980878,-0.194622,6.28467,0.853904,7.13857
144,1,334.375,183.578,1.4257,-0.600009,1.54682,0.0022572,0,0,0.00145926,0.000364814,0,0.99927,0.0759605,1,1,0.939693,-0.34202,0.611533,-0.791219,0.000151631,0,0.000151631
145,1,566.803,130.669,0.323711,0.0284377,0.324958,0.436952,0,0,1.34464,0.33616,0,0.440683,0.239512,1,1,0.939693,-0.34202,-0.0429407,0.999078,5.20552,0.203289,5.40881
146,1,368.072,645.095,-0.327614,-0.120803,0.349177,0.313397,0,0,0.897531,0.224383,0,0.601582,0.167637,1,1,-0.866025,-0.5,0.272957,0.962026,4.53498,0.78785,5.32283
147,1,202.954,303.608,0.123192,0.0492676,0.132678,0.237937,0,0,1.79334,0.448335,0,0.304335,0.330337,1,1,0.939693,0.34202,0.289709,-0.957115,5.15901,0.247642,5.40665
148,1,451.379,476.966,0.0362389,-0.322867,0.324894,0.443608,0,0,1.36539,0.341348,0,0.433823,0.243311,1,1,0.34202,-0.939693,-0.968711,0.248192,5.1344,0.73517,5.86957
149,0
150,1,407.107,181.616,-0.104826,-0.117562,0.15751,0.29334,0,0,1.86236,0.46559,0,0.285594,0.345781,1,1,-0.766044,-0.642788,-0.0359097,-0.999355,2.34481,0.0662661,2.41108
151,1,280.876,374.804,-0.109701,-0.122609,0.164521,0.266771,0,0,1.6215,0.405375,0,0.353579,0.293488,1,1,-0.34202,-0.939693,-0.399795,0.916605,3.45839,0.561335,4.01972
152,0
153,1,326.295,188.408,1.24822,-0.38085,1.30503,0.154178,0,0,0.118142,0.0295354,0,0.941801,0.0845666,1,1,0.939693,-0.34202,0.749365,0.662157,0.183908,0.0444228,0.228331
154,1,347.355,235.843,-0.205352,-0.664695,0.695693,0.510208,0,0,0.733381,0.183345,0,0.666925,0.145963,1,1,-0.34202,-0.939693,0.700415,0.713736,4.79482,1.34641,6.14122
155,1,571.769,130.427,0.167903,0.031755,0.17088,0.276069,0,0,1.61557,0.403893,0,0.355343,0.292261,1,1,0.984808,-0.173648,-0.600613,0.79954,1.25264,0.374809,1.62745
156,1,230.622,392.136,-0.122715,-0.0846672,0.149089,0.271053,0,0,1.81806,0.454515,0,0.297554,0.335828,1,1,-0.984808,-0.173648,0.108508,-0.994096,3.57866,0.598365,4.17703
157,1,215.939,265.195,0.0493862,-0.0090298,0.050205,0.0956024,0,0,1.90424,0.47606,0,0.274513,0.355315,1,1,0.984808,0.173648,0.468313,-0.883563,1.06891,0.0408179,1.10973
158,1,383.569,601.631,-0.0509223,0.378347,0.381759,0.356074,0,0,0.93272,0.23318,0,0.588013,0.172605,1,1,-0.34202,0.939693,0.97769,-0.210054,6.3812,0.287643,6.66884
159,1,426.023,629.625,0.177478,0.147746,0.230927,0.299117,0,0,1.29529,0.323822,0,0.457217,0.230638,1,1,0.5,0.866025,-0.97909,0.203428,7.51194,0.579021,8.09096
160,1,368.443,361.298,-0.0820488,-0.24643,0.25973,0.416971,0,0,1.6054,0.40135,0,0.358382,0.290162,1,1,1.19249e-08,-1,-0.949437,-0.313958,6.03039,0.790848,6.82124
161,1,232.988,271.039,-0.0586428,-0.0347788,0.0681802,0.132505,0,0,1.94345,0.485862,0,0.264338,0.364346,1,1,-0.866025,-0.5,-0.766069,-0.642758,2.53106,0.0364259,2.56749
162,1,552.671,606.571,0.26498,0.0141054,0.265355,0.366206,0,0,1.38006,0.345014,0,0.429006,0.246022,1,1,0.939693,0.34202,0.212112,-0.977245,4.13127,0.313982,4.44525
163,1,231.972,394.07,-0.247507,0.0183145,0.248184,0.482916,0,0,1.9458,0.486449,0,0.263734,0.36489,1,1,-0.939693,-0.34202,-0.21189,0.977293,1.88499,0.695859,2.58085
164,1,153.156,571.722,-0.152235,-0.0225851,0.153901,0.279532,0,0,1.81631,0.454077,0,0.298032,0.335438,1,1,-0.939693,0.34202,-0.350844,-0.936434,3.07289,0.503689,3.57658
165,1,283.775,375.275,-0.0988146,0.0169904,0.100265,0.151036,0,0,1.50637,0.376592,0,0.388637,0.270196,1,1,-0.939693,0.34202,0.055445,-0.998462,5.97257,0.147338,6.11991
166,0
167,1,140.114,588.652,0.00437154,0.132701,0.132773,0.222684,0,0,1.67718,0.419294,0,0.337219,0.305165,1,1,0.173648,0.984808,0.70537,-0.708839,1.46702,0.408216,1.87524
168,1,82.8393,406.292,-0.352064,-0.0357253,0.353872,0.584328,0,0,1.65124,0.41281,0,0.344792,0.299693,1,1,-0.939693,-0.34202,-0.880127,0.474738,1.37483,0.309798,1.68463
169,1,164.163,370.061,-0.165659,0.421312,0.45271,0.481491,0,0,1.06358,0.265894,0,0.538912,0.1921,1,1,-0.173648,0.984808,-0.999972,-0.00751501,3.26366,0.846299,4.10996
170,1,254.025,218.436,-0.0494103,-0.260787,0.265427,0.475746,0,0,1.79238,0.448096,0,0.304599,0.330125,1,1,-0.34202,-0.939693,0.843383,0.537312,2.14747,0.561461,2.70893
171,1,236.9,204.421,0.0742446,-0.0029902,0.0743048,0.14596,0,0,1.96435,0.491087,0,0.258993,0.3692,1,1,0.939693,-0.34202,-0.117862,0.99303,1.69856,0.0466042,1.74516
