ID,State,Px,Py,Vx,Vy,Speed,Flow,Ax,Ay,Density,Exit_coe,Slope,V_P,W_P,Vg,Vl,Vg_x,Vg_y,Vl_x,Vl_y,Pressure,Friction,Pressure_Sum
0,1,236.497,204.401,0.0677024,-0.0409651,0.0791313,0.148232,0,0,1.87324,0.468309,0,0.282695,0.348245,1,1,0.939693,-0.34202,-0.848419,0.529326,1.96933,0.138379,2.10771
1,0
2,0
3,0
4,1,588.949,484.547,-0.00973892,0.177927,0.178194,0.317637,0,0,1.78254,0.445635,0,0.307321,0.327952,1,1,0.34202,0.939693,-0.998772,0.0495349,1.74912,0.531729,2.28085
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,1,431.951,178.065,-0.0721713,0.0504497,0.0880561,0.155655,0,0,1.76768,0.441919,0,0.311454,0.324685,1,1,-1,1.50996e-07,0.234543,0.972106,2.80504,0.493485,3.29852
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,1,511.379,635.668,0.0658881,-0.0430708,0.0787168,0.141431,0,0,1.79671,0.449177,0,0.303406,0.331082,1,1,0.939693,-0.34202,-0.809045,-0.587747,1.1618,0.195171,1.35697
23,0
24,0
25,0
26,1,593.543,500.283,0.183253,0.200661,0.271747,0.31042,0,0,1.14231,0.285578,0,0.510399,0.204616,1,1,0.939693,0.34202,-0.869472,0.493983,6.77705,0.384056,7.16111
27,0
28,0
29,1,561.541,618.184,0.209221,-0.313898,0.377234,0.417662,0,0,1.10717,0.276793,0,0.523029,0.198956,1,1,-0.642788,-0.766044,0.37864,0.925544,6.98875,1.12017,8.10891
30,0
31,1,344.447,230.035,-0.107854,-0.0232905,0.11034,0.172602,0,0,1.56428,0.391069,0,0.370797,0.281765,1,1,-0.939693,-0.34202,0.838319,0.545181,6.93728,0.351777,7.28905
32,0
33,0
34,0
35,0
36,0
37,1,549.392,349.128,0.0346273,0.0383025,0.0516346,0.0970028,0,0,1.87864,0.46966,0,0.281261,0.349472,1,1,0.5,0.866025,0.489941,-0.871756,2.16597,0.0601011,2.22607
38,0
39,0
40,0
