ID,State,Px,Py,Vx,Vy,Speed,Flow,Ax,Ay,Density,Exit_coe,Slope,V_P,W_P,Vg,Vl,Vg_x,Vg_y,Vl_x,Vl_y,Pressure,Friction,Pressure_Sum
0,1,233.547,208.99,0.257612,-0.115396,0.282277,0.260777,0,0,0.923833,0.230958,0,0.591425,0.171339,1,1,0.939693,-0.34202,-0.999992,-0.00396891,8.1284,0.425026,8.55342
1,0
2,0
3,0
4,1,582.665,465.854,-0.0095617,0.0866429,0.0871689,0.155456,0,0,1.78339,0.445848,0,0.307085,0.32814,1,1,0.34202,0.939693,-0.999884,0.0152043,1.78323,0.326401,2.10963
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,1,452.283,179.032,-0.0570052,0.000894049,0.0570122,0.111676,0,0,1.9588,0.489701,0,0.260405,0.367909,1,1,-1,1.50996e-07,-0.0869431,0.996213,1.41512,0.183213,1.59833
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,1,508.781,648.803,0.121906,-0.609996,0.622058,0.472293,0,0,0.759243,0.189811,0,0.656406,0.149217,1,1,0.34202,-0.939693,-0.981555,0.191182,5.22245,1.12847,6.35092
23,0
24,0
25,0
26,1,585.142,476.192,0.0517417,0.0488895,0.0711855,0.130867,0,0,1.83839,0.459598,0,0.292035,0.340378,1,1,0.5,0.866025,0.282535,-0.959257,1.49716,0.125096,1.62226
27,0
28,0
29,1,549.752,619.207,0.0989874,-0.113385,0.150514,0.263744,0,0,1.75228,0.438071,0,0.315765,0.321319,1,1,0.34202,-0.939693,0.609868,0.792503,1.49451,0.528994,2.02351
30,0
31,1,342.843,231.957,0.152721,-0.0119527,0.153189,0.271219,0,0,1.77049,0.442623,0,0.31067,0.325302,1,1,0.939693,-0.34202,-0.697686,0.716403,4.81161,0.725459,5.53707
32,0
33,0
34,0
35,0
36,0
37,1,547.354,348.68,0.0463949,0.0991888,0.109503,0.172306,0,0,1.57353,0.393382,0,0.367985,0.283641,1,1,0.34202,0.939693,-0.318636,-0.947877,6.47781,0.200404,6.67822
38,0
39,0
40,0
