step,time,alive
564,564,19290
565,565,19259
566,566,19229
567,567,19190
568,568,19154
569,569,19124
570,570,19091
571,571,19055
572,572,19028
573,573,18989
574,574,18956
575,575,18927
576,576,18889
577,577,18859
578,578,18826
579,579,18794
580,580,18764
581,581,18733
582,582,18700
583,583,18667
584,584,18637
585,585,18607
586,586,18572
587,587,18545
588,588,18507
589,589,18481
590,590,18449
591,591,18416
592,592,18385
593,593,18350
594,594,18321
595,595,18284
596,596,18254
597,597,18225
598,598,18191
599,599,18157
600,600,18125
601,601,18091
602,602,18063
603,603,18026
604,604,17999
605,605,17971
606,606,17936
607,607,17906
608,608,17874
609,609,17842
610,610,17814
611,611,17785
612,612,17749
613,613,17719
614,614,17684
615,615,17653
616,616,17624
617,617,17590
618,618,17562
619,619,17525
620,620,17497
621,621,17461
622,622,17425
623,623,17400
624,624,17367
625,625,17331
626,626,17302
627,627,17273
628,628,17237
629,629,17209
630,630,17179
631,631,17145
632,632,17113
633,633,17081
634,634,17048
635,635,17020
636,636,16983
637,637,16953
638,638,16924
639,639,16891
640,640,16858
641,641,16833
642,642,16797
643,643,16769
644,644,16736
645,645,16704
646,646,16676
647,647,16646
648,648,16613
649,649,16580
650,650,16552
651,651,16518
652,652,16484
653,653,16460
654,654,16425
655,655,16394
656,656,16366
657,657,16333
658,658,16302
659,659,16268
660,660,16244
661,661,16211
662,662,16184
663,663,16149
664,664,16120
665,665,16087
666,666,16059
667,667,16029
668,668,15994
669,669,15963
670,670,15933
671,671,15902
672,672,15868
673,673,15840
674,674,15809
675,675,15781
676,676,15746
677,677,15714
678,678,15686
679,679,15658
680,680,15624
681,681,15597
682,682,15564
683,683,15536
684,684,15503
685,685,15474
686,686,15442
687,687,15415
688,688,15384
689,689,15348
690,690,15322
691,691,15287
692,692,15260
693,693,15232
694,694,15193
695,695,15168
696,696,15135
697,697,15107
698,698,15080
699,699,15050
700,700,15019
701,701,14991
702,702,14966
703,703,14939
704,704,14904
705,705,14880
706,706,14850
707,707,14815
708,708,14790
709,709,14761
710,710,14734
711,711,14704
712,712,14677
713,713,14650
714,714,14621
715,715,14592
716,716,14563
717,717,14540
718,718,14513
719,719,14483
720,720,14452
721,721,14430
722,722,14397
723,723,14367
724,724,14341
725,725,14312
726,726,14284
727,727,14258
728,728,14229
729,729,14199
730,730,14175
731,731,14144
732,732,14116
733,733,14090
734,734,14062
735,735,14034
736,736,14008
737,737,13980
738,738,13952
739,739,13922
740,740,13900
741,741,13872
742,742,13845
743,743,13817
744,744,13795
745,745,13769
746,746,13741
747,747,13718
748,748,13690
749,749,13664
750,750,13639
751,751,13614
752,752,13590
753,753,13564
754,754,13541
755,755,13513
756,756,13486
757,757,13462
758,758,13435
759,759,13409
760,760,13385
761,761,13359
762,762,13331
763,763,13306
764,764,13285
765,765,13254
766,766,13231
767,767,13205
768,768,13178
769,769,13154
770,770,13130
771,771,13106
772,772,13083
773,773,13056
774,774,13028
775,775,13007
776,776,12983
777,777,12961
778,778,12938
779,779,12915
780,780,12885
781,781,12867
782,782,12840
783,783,12821
784,784,12795
785,785,12772
786,786,12747
787,787,12724
788,788,12701
789,789,12682
790,790,12658
791,791,12638
792,792,12615
793,793,12592
794,794,12566
795,795,12547
796,796,12523
797,797,12505
798,798,12479
799,799,12455
800,800,12433
801,801,12410
802,802,12389
803,803,12369
804,804,12345
805,805,12320
806,806,12299
807,807,12276
808,808,12250
809,809,12230
810,810,12210
811,811,12187
812,812,12165
813,813,12145
814,814,12121
815,815,12103
816,816,12078
817,817,12055
818,818,12037
819,819,12017
820,820,11994
821,821,11975
822,822,11955
823,823,11937
824,824,11918
825,825,11898
826,826,11880
827,827,11861
828,828,11841
829,829,11824
830,830,11803
831,831,11785
832,832,11765
833,833,11748
834,834,11727
835,835,11711
836,836,11688
837,837,11668
838,838,11650
839,839,11632
840,840,11611
841,841,11592
842,842,11573
843,843,11556
844,844,11538
845,845,11525
846,846,11506
847,847,11491
848,848,11476
849,849,11459
850,850,11444
851,851,11426
852,852,11410
853,853,11392
854,854,11376
855,855,11360
856,856,11346
857,857,11328
858,858,11310
859,859,11296
860,860,11279
861,861,11264
862,862,11246
863,863,11229
864,864,11213
865,865,11195
866,866,11178
867,867,11160
868,868,11147
869,869,11129
870,870,11116
871,871,11095
872,872,11081
873,873,11063
874,874,11046
875,875,11031
876,876,11014
877,877,10996
878,878,10983
879,879,10966
880,880,10950
881,881,10932
882,882,10919
883,883,10901
884,884,10887
885,885,10871
886,886,10854
887,887,10837
888,888,10820
889,889,10807
890,890,10790
891,891,10770
892,892,10759
893,893,10741
894,894,10727
895,895,10707
896,896,10692
897,897,10675
898,898,10661
899,899,10649
900,900,10631
901,901,10616
902,902,10599
903,903,10584
904,904,10570
905,905,10554
906,906,10541
907,907,10527
908,908,10511
909,909,10492
910,910,10482
911,911,10464
912,912,10447
913,913,10433
914,914,10422
915,915,10409
916,916,10398
917,917,10384
918,918,10373
919,919,10361
920,920,10349
921,921,10333
922,922,10322
923,923,10309
924,924,10297
925,925,10286
926,926,10274
927,927,10262
928,928,10249
929,929,10236
930,930,10224
931,931,10211
932,932,10198
933,933,10186
934,934,10174
935,935,10160
936,936,10149
937,937,10136
938,938,10122
939,939,10114
940,940,10099
941,941,10087
942,942,10073
943,943,10060
944,944,10049
945,945,10035
946,946,10025
947,947,10013
948,948,9999
949,949,9988
950,950,9973
951,951,9961
952,952,9950
953,953,9935
954,954,9924
955,955,9913
956,956,9897
957,957,9889
958,958,9876
959,959,9862
960,960,9849
961,961,9835
962,962,9822
963,963,9811
964,964,9800
965,965,9788
966,966,9773
967,967,9761
968,968,9749
969,969,9734
970,970,9721
971,971,9708
972,972,9695
973,973,9684
974,974,9673
975,975,9660
976,976,9647
977,977,9637
978,978,9626
979,979,9611
980,980,9601
981,981,9588
982,982,9575
983,983,9563
984,984,9552
985,985,9539
986,986,9527
987,987,9514
988,988,9502
989,989,9491
990,990,9478
991,991,9466
992,992,9453
993,993,9441
994,994,9428
995,995,9415
996,996,9402
997,997,9388
998,998,9379
999,999,9364
1000,1000,9355
1001,1001,9341
1002,1002,9325
1003,1003,9315
1004,1004,9302
1005,1005,9290
1006,1006,9278
1007,1007,9266
1008,1008,9254
1009,1009,9242
1010,1010,9229
1011,1011,9215
1012,1012,9204
1013,1013,9190
1014,1014,9180
1015,1015,9166
1016,1016,9156
1017,1017,9142
1018,1018,9129
1019,1019,9118
1020,1020,9105
1021,1021,9093
1022,1022,9081
1023,1023,9069
1024,1024,9056
1025,1025,9045
1026,1026,9032
1027,1027,9020
1028,1028,9007
1029,1029,8996
1030,1030,8986
1031,1031,8970
1032,1032,8959
1033,1033,8948
1034,1034,8933
1035,1035,8923
1036,1036,8911
1037,1037,8898
1038,1038,8886
1039,1039,8874
1040,1040,8862
1041,1041,8848
1042,1042,8837
1043,1043,8824
1044,1044,8812
1045,1045,8799
1046,1046,8787
1047,1047,8773
1048,1048,8764
1049,1049,8752
1050,1050,8740
1051,1051,8727
1052,1052,8715
1053,1053,8703
1054,1054,8689
1055,1055,8679
1056,1056,8665
1057,1057,8654
1058,1058,8645
1059,1059,8636
1060,1060,8624
1061,1061,8613
1062,1062,8600
1063,1063,8591
1064,1064,8580
1065,1065,8572
1066,1066,8558
1067,1067,8546
1068,1068,8537
1069,1069,8527
1070,1070,8514
1071,1071,8504
1072,1072,8492
1073,1073,8484
1074,1074,8469
1075,1075,8459
1076,1076,8448
1077,1077,8439
1078,1078,8427
1079,1079,8414
1080,1080,8402
1081,1081,8393
1082,1082,8380
1083,1083,8369
1084,1084,8359
1085,1085,8349
1086,1086,8337
1087,1087,8325
1088,1088,8316
1089,1089,8304
1090,1090,8293
1091,1091,8285
1092,1092,8272
1093,1093,8261
1094,1094,8250
1095,1095,8242
1096,1096,8230
1097,1097,8218
1098,1098,8207
1099,1099,8198
1100,1100,8187
1101,1101,8175
1102,1102,8165
1103,1103,8154
1104,1104,8141
1105,1105,8132
1106,1106,8122
1107,1107,8110
1108,1108,8101
1109,1109,8090
1110,1110,8081
1111,1111,8069
1112,1112,8058
1113,1113,8047
1114,1114,8039
1115,1115,8025
1116,1116,8016
1117,1117,8006
1118,1118,7994
1119,1119,7985
1120,1120,7976
1121,1121,7967
1122,1122,7956
1123,1123,7948
1124,1124,7938
1125,1125,7926
1126,1126,7916
1127,1127,7904
1128,1128,7898
1129,1129,7884
1130,1130,7875
1131,1131,7866
1132,1132,7853
1133,1133,7845
1134,1134,7833
1135,1135,7824
1136,1136,7812
1137,1137,7802
1138,1138,7793
1139,1139,7784
1140,1140,7775
1141,1141,7764
1142,1142,7754
1143,1143,7742
1144,1144,7734
1145,1145,7723
1146,1146,7714
1147,1147,7703
1148,1148,7696
1149,1149,7683
1150,1150,7675
1151,1151,7663
1152,1152,7655
1153,1153,7643
1154,1154,7633
1155,1155,7622
1156,1156,7611
1157,1157,7604
1158,1158,7594
1159,1159,7584
1160,1160,7572
1161,1161,7561
1162,1162,7553
1163,1163,7542
1164,1164,7530
1165,1165,7518
1166,1166,7511
1167,1167,7502
1168,1168,7491
1169,1169,7482
1170,1170,7472
1171,1171,7462
1172,1172,7452
1173,1173,7446
1174,1174,7432
1175,1175,7424
1176,1176,7415
1177,1177,7407
1178,1178,7397
1179,1179,7386
1180,1180,7375
1181,1181,7365
1182,1182,7351
1183,1183,7344
1184,1184,7334
1185,1185,7324
1186,1186,7314
1187,1187,7303
1188,1188,7296
1189,1189,7284
1190,1190,7273
1191,1191,7264
1192,1192,7254
1193,1193,7244
1194,1194,7233
1195,1195,7225
1196,1196,7214
1197,1197,7208
1198,1198,7198
1199,1199,7188
1200,1200,7179
1201,1201,7169
1202,1202,7161
1203,1203,7151
1204,1204,7139
1205,1205,7130
1206,1206,7120
1207,1207,7112
1208,1208,7100
1209,1209,7089
1210,1210,7081
1211,1211,7072
1212,1212,7063
1213,1213,7054
1214,1214,7043
1215,1215,7033
1216,1216,7024
1217,1217,7014
1218,1218,7004
1219,1219,6995
1220,1220,6985
1221,1221,6974
1222,1222,6966
1223,1223,6956
1224,1224,6947
1225,1225,6939
1226,1226,6929
1227,1227,6921
1228,1228,6908
1229,1229,6899
1230,1230,6888
1231,1231,6880
1232,1232,6871
1233,1233,6861
1234,1234,6851
1235,1235,6843
1236,1236,6836
1237,1237,6824
1238,1238,6814
1239,1239,6807
1240,1240,6797
1241,1241,6787
1242,1242,6777
1243,1243,6768
1244,1244,6759
1245,1245,6751
1246,1246,6743
1247,1247,6736
1248,1248,6724
1249,1249,6715
1250,1250,6705
1251,1251,6697
1252,1252,6687
1253,1253,6678
1254,1254,6669
1255,1255,6660
1256,1256,6650
1257,1257,6639
1258,1258,6631
1259,1259,6621
1260,1260,6612
1261,1261,6604
1262,1262,6594
1263,1263,6583
1264,1264,6576
1265,1265,6564
1266,1266,6555
1267,1267,6546
1268,1268,6537
1269,1269,6526
1270,1270,6518
1271,1271,6508
1272,1272,6498
1273,1273,6492
1274,1274,6479
1275,1275,6471
1276,1276,6461
1277,1277,6450
1278,1278,6442
1279,1279,6432
1280,1280,6426
1281,1281,6420
1282,1282,6407
1283,1283,6401
1284,1284,6392
1285,1285,6386
1286,1286,6376
1287,1287,6370
1288,1288,6360
1289,1289,6354
1290,1290,6345
1291,1291,6338
1292,1292,6332
1293,1293,6323
1294,1294,6316
1295,1295,6306
1296,1296,6301
1297,1297,6291
1298,1298,6283
1299,1299,6277
1300,1300,6268
1301,1301,6260
1302,1302,6252
1303,1303,6245
1304,1304,6238
1305,1305,6230
1306,1306,6224
1307,1307,6215
1308,1308,6208
1309,1309,6199
1310,1310,6192
1311,1311,6186
1312,1312,6178
1313,1313,6169
1314,1314,6161
1315,1315,6156
1316,1316,6148
1317,1317,6138
1318,1318,6130
1319,1319,6123
1320,1320,6116
1321,1321,6108
1322,1322,6098
1323,1323,6091
1324,1324,6084
1325,1325,6074
1326,1326,6071
1327,1327,6061
1328,1328,6054
1329,1329,6045
1330,1330,6038
1331,1331,6028
1332,1332,6021
1333,1333,6012
1334,1334,6005
1335,1335,5996
1336,1336,5988
1337,1337,5980
1338,1338,5975
1339,1339,5966
1340,1340,5960
1341,1341,5953
1342,1342,5943
1343,1343,5935
1344,1344,5926
1345,1345,5920
1346,1346,5911
1347,1347,5903
1348,1348,5896
1349,1349,5889
1350,1350,5882
1351,1351,5872
1352,1352,5864
1353,1353,5857
1354,1354,5848
1355,1355,5841
1356,1356,5831
1357,1357,5825
1358,1358,5816
1359,1359,5809
1360,1360,5800
1361,1361,5795
1362,1362,5787
1363,1363,5779
1364,1364,5772
1365,1365,5761
1366,1366,5756
1367,1367,5748
1368,1368,5738
1369,1369,5731
1370,1370,5722
1371,1371,5714
1372,1372,5709
1373,1373,5699
1374,1374,5692
1375,1375,5682
1376,1376,5674
1377,1377,5665
1378,1378,5658
1379,1379,5648
1380,1380,5640
1381,1381,5633
1382,1382,5626
1383,1383,5617
1384,1384,5608
1385,1385,5602
1386,1386,5595
1387,1387,5586
1388,1388,5579
1389,1389,5572
1390,1390,5566
1391,1391,5555
1392,1392,5547
1393,1393,5540
1394,1394,5531
1395,1395,5525
1396,1396,5517
1397,1397,5510
1398,1398,5501
1399,1399,5494
1400,1400,5486
1401,1401,5478
1402,1402,5472
1403,1403,5463
1404,1404,5455
1405,1405,5446
1406,1406,5439
1407,1407,5430
1408,1408,5422
1409,1409,5412
1410,1410,5406
1411,1411,5397
1412,1412,5390
1413,1413,5384
1414,1414,5375
1415,1415,5368
1416,1416,5358
1417,1417,5351
1418,1418,5344
1419,1419,5336
1420,1420,5328
1421,1421,5320
1422,1422,5311
1423,1423,5305
1424,1424,5297
1425,1425,5290
1426,1426,5281
1427,1427,5274
1428,1428,5267
1429,1429,5259
1430,1430,5250
1431,1431,5243
1432,1432,5235
1433,1433,5225
1434,1434,5221
1435,1435,5210
1436,1436,5204
1437,1437,5196
1438,1438,5187
1439,1439,5179
1440,1440,5173
1441,1441,5163
1442,1442,5156
1443,1443,5148
1444,1444,5141
1445,1445,5134
1446,1446,5127
1447,1447,5118
1448,1448,5111
1449,1449,5104
1450,1450,5095
1451,1451,5087
1452,1452,5080
1453,1453,5071
1454,1454,5063
1455,1455,5057
1456,1456,5047
1457,1457,5041
1458,1458,5033
1459,1459,5025
1460,1460,5018
1461,1461,5010
1462,1462,5004
1463,1463,4996
1464,1464,4988
1465,1465,4980
1466,1466,4972
1467,1467,4963
1468,1468,4954
1469,1469,4948
1470,1470,4941
1471,1471,4932
1472,1472,4924
1473,1473,4918
1474,1474,4910
1475,1475,4902
1476,1476,4893
1477,1477,4888
1478,1478,4878
1479,1479,4869
1480,1480,4863
1481,1481,4853
1482,1482,4847
1483,1483,4838
1484,1484,4830
1485,1485,4823
1486,1486,4816
1487,1487,4808
1488,1488,4800
1489,1489,4792
1490,1490,4784
1491,1491,4777
1492,1492,4772
1493,1493,4764
1494,1494,4759
1495,1495,4753
1496,1496,4747
1497,1497,4742
1498,1498,4735
1499,1499,4729
1500,1500,4723
1501,1501,4717
1502,1502,4712
1503,1503,4704
1504,1504,4700
1505,1505,4694
1506,1506,4689
1507,1507,4683
1508,1508,4676
1509,1509,4672
1510,1510,4666
1511,1511,4660
1512,1512,4654
1513,1513,4649
1514,1514,4644
1515,1515,4638
1516,1516,4631
1517,1517,4625
1518,1518,4619
1519,1519,4615
1520,1520,4609
1521,1521,4603
1522,1522,4597
1523,1523,4591
1524,1524,4587
1525,1525,4581
1526,1526,4576
1527,1527,4568
1528,1528,4564
1529,1529,4558
1530,1530,4553
1531,1531,4548
1532,1532,4542
1533,1533,4535
1534,1534,4531
1535,1535,4526
1536,1536,4520
1537,1537,4514
1538,1538,4509
1539,1539,4503
1540,1540,4497
1541,1541,4492
1542,1542,4484
1543,1543,4479
1544,1544,4474
1545,1545,4468
1546,1546,4463
1547,1547,4457
1548,1548,4452
1549,1549,4445
1550,1550,4441
1551,1551,4435
1552,1552,4429
1553,1553,4424
1554,1554,4418
1555,1555,4413
1556,1556,4405
1557,1557,4401
1558,1558,4394
1559,1559,4389
1560,1560,4383
1561,1561,4378
1562,1562,4372
1563,1563,4365
1564,1564,4359
1565,1565,4352
1566,1566,4349
1567,1567,4341
1568,1568,4336
1569,1569,4330
1570,1570,4324
1571,1571,4318
1572,1572,4314
1573,1573,4307
1574,1574,4301
1575,1575,4295
1576,1576,4289
1577,1577,4283
1578,1578,4276
1579,1579,4271
1580,1580,4265
1581,1581,4261
1582,1582,4254
1583,1583,4249
1584,1584,4242
1585,1585,4237
1586,1586,4230
1587,1587,4225
1588,1588,4220
1589,1589,4214
1590,1590,4207
1591,1591,4202
1592,1592,4198
1593,1593,4191
1594,1594,4185
1595,1595,4178
1596,1596,4173
1597,1597,4168
1598,1598,4161
1599,1599,4155
1600,1600,4150
1601,1601,4144
1602,1602,4139
1603,1603,4132
1604,1604,4126
1605,1605,4120
1606,1606,4115
1607,1607,4109
1608,1608,4103
1609,1609,4096
1610,1610,4091
1611,1611,4085
1612,1612,4080
1613,1613,4075
1614,1614,4069
1615,1615,4065
1616,1616,4058
1617,1617,4052
1618,1618,4046
1619,1619,4041
1620,1620,4034
1621,1621,4029
1622,1622,4023
1623,1623,4017
1624,1624,4011
1625,1625,4006
1626,1626,4000
1627,1627,3994
1628,1628,3988
1629,1629,3982
1630,1630,3978
1631,1631,3971
1632,1632,3965
1633,1633,3960
1634,1634,3953
1635,1635,3949
1636,1636,3942
1637,1637,3936
1638,1638,3932
1639,1639,3925
1640,1640,3921
1641,1641,3914
1642,1642,3908
1643,1643,3901
1644,1644,3897
1645,1645,3891
1646,1646,3884
1647,1647,3879
1648,1648,3875
1649,1649,3869
1650,1650,3864
1651,1651,3857
1652,1652,3851
1653,1653,3845
1654,1654,3840
1655,1655,3833
1656,1656,3828
1657,1657,3822
1658,1658,3817
1659,1659,3810
1660,1660,3805
1661,1661,3799
1662,1662,3794
1663,1663,3785
1664,1664,3781
1665,1665,3775
1666,1666,3769
1667,1667,3760
1668,1668,3757
1669,1669,3752
1670,1670,3744
1671,1671,3740
1672,1672,3733
1673,1673,3727
1674,1674,3722
1675,1675,3715
1676,1676,3709
1677,1677,3703
1678,1678,3697
1679,1679,3692
1680,1680,3686
1681,1681,3681
1682,1682,3675
1683,1683,3669
1684,1684,3664
1685,1685,3657
1686,1686,3651
1687,1687,3646
1688,1688,3638
1689,1689,3633
1690,1690,3627
1691,1691,3622
1692,1692,3616
1693,1693,3611
1694,1694,3605
1695,1695,3599
1696,1696,3593
1697,1697,3586
1698,1698,3581
1699,1699,3577
1700,1700,3571
1701,1701,3564
1702,1702,3561
1703,1703,3554
1704,1704,3549
1705,1705,3543
1706,1706,3537
1707,1707,3532
1708,1708,3526
1709,1709,3518
1710,1710,3514
1711,1711,3508
1712,1712,3502
1713,1713,3497
1714,1714,3490
1715,1715,3485
1716,1716,3477
1717,1717,3473
1718,1718,3466
1719,1719,3461
1720,1720,3455
1721,1721,3448
1722,1722,3443
1723,1723,3439
1724,1724,3432
1725,1725,3426
1726,1726,3420
1727,1727,3414
1728,1728,3407
1729,1729,3402
1730,1730,3397
1731,1731,3391
1732,1732,3385
1733,1733,3380
1734,1734,3374
1735,1735,3368
1736,1736,3361
1737,1737,3356
1738,1738,3349
1739,1739,3343
1740,1740,3338
1741,1741,3332
1742,1742,3326
1743,1743,3320
1744,1744,3313
1745,1745,3308
1746,1746,3303
1747,1747,3295
1748,1748,3288
1749,1749,3284
1750,1750,3277
1751,1751,3272
1752,1752,3265
1753,1753,3261
1754,1754,3253
1755,1755,3248
1756,1756,3243
1757,1757,3235
1758,1758,3229
1759,1759,3224
1760,1760,3219
1761,1761,3213
1762,1762,3207
1763,1763,3203
1764,1764,3197
1765,1765,3191
1766,1766,3185
1767,1767,3178
1768,1768,3172
1769,1769,3168
1770,1770,3163
1771,1771,3156
1772,1772,3152
1773,1773,3145
1774,1774,3138
1775,1775,3133
