ID,time,distance,start_x,start_y,end_x,end_y,state,free_flow_time_lower_bound,delay_above_free_flow,time_to_free_flow_ratio
1,100.999,49.7562,276.647,797.738,310.559,818.898,0,31.0976,69.9014,3.24781
2,162.001,35.3821,285.676,192.166,253.671,182.025,0,22.1138,139.887,7.32577
3,244.806,122.897,547.648,148.038,654.39,132.2,0,76.8107,167.995,3.18713
4,798.452,220.676,295.999,364.581,252.865,183.816,0,137.923,660.529,5.78913
5,1592.36,367.145,377.021,429.813,349.874,174.726,0,229.465,1362.89,6.93943
6,635.392,185.769,279.889,585.198,144.768,615.951,0,116.106,519.286,5.47253
7,502.321,113.069,558.844,363.575,630.386,334.05,0,70.6684,431.653,7.10815
8,1052.69,195.221,501.22,154.148,356.098,173.548,0,122.013,930.677,8.62766
9,722.871,205.827,274.254,362.358,249.365,185.249,0,128.642,594.229,5.61925
10,6.4,3.32019,310.629,815.486,311.396,818.5,0,2.07512,4.32488,3.08416
11,662.585,255.754,235.009,471.827,67.6003,404.764,0,159.846,502.739,4.14514
12,199.303,111.226,164.516,381.444,66.8744,403.011,0,69.5164,129.787,2.86699
13,81.3993,60.6688,326.694,759.604,313.056,818.102,0,37.918,43.4813,2.14672
14,357.913,116.573,461.178,178.619,356,173.908,0,72.858,285.055,4.91247
15,647.189,227.484,519.327,225.134,648.382,190.823,0,142.178,505.011,4.55198
16,364.013,115.409,192.369,534.797,141.531,611.794,0,72.1308,291.882,5.04657
17,330.311,93.2488,547.318,636.325,613.294,612.514,0,58.2805,272.03,5.66761
18,122.999,49.7971,403.77,165.007,356.33,173.071,0,31.1232,91.8755,3.952
19,103.599,57.8313,598.06,126.982,653.904,128.955,0,36.1445,67.4545,2.86624
20,179.102,82.723,539.256,754.422,611.095,755.392,0,51.7019,127.4,3.46413
21,52.7998,30.4424,594.687,527.677,615.528,540.239,0,19.0265,33.7732,2.77506
22,396.815,189.133,307.187,672.772,312.743,817.997,0,118.208,278.607,3.35692
23,34.8,14.0506,260.884,195.24,252.814,183.86,0,8.78164,26.0184,3.96282
24,104.999,60.5467,126.479,396.602,66.8958,402.754,0,37.8417,67.1573,2.77469
25,1164.46,197.608,489.91,302.85,630.277,334.146,0,123.505,1040.96,9.42846
26,49.9998,29.4556,581.418,755.862,611.202,754.936,0,18.4097,31.5901,2.71594
27,731.768,182.952,172.347,298.467,247.416,184.437,0,114.345,617.424,6.39967
28,1183.66,198.595,568.806,531.325,613.211,612.938,0,124.122,1059.54,9.53625
29,631.593,205.1,374.756,643.323,313.129,818.11,0,128.188,503.405,4.92709
30,726.67,126.923,542.059,600.521,613.266,612.417,0,79.327,647.343,9.16043
31,73.1995,40.4353,404.828,116.838,405.095,77.9431,0,25.2721,47.9274,2.89646
32,0,0,649.417,191.212,649.417,191.212,0,0,0,0
33,501.221,130,186.332,263.448,247.854,184.482,0,81.2499,419.971,6.16888
34,212.204,108.801,238.642,705.443,153.714,700.209,0,68.0004,144.203,3.12062
35,176.502,106.537,582.083,262.231,648.584,198.244,0,66.5855,109.916,2.65075
36,604.699,112.183,290.627,737.015,311.774,818.284,0,70.1141,534.585,8.62451
37,804.251,164.621,547.227,428.625,615.627,539.704,0,102.888,701.363,7.81676
38,1033.59,202.573,402.21,303.039,355.213,174.499,0,126.608,906.987,8.16373
39,86.7992,22.4405,598.598,735.605,611.861,753.113,0,14.0253,72.7739,6.18876
40,145.6,56.9263,265.079,239.051,251.161,184.493,0,35.5789,110.021,4.0923
41,452.718,234.585,408.869,654.1,314.62,818.654,0,146.616,306.103,3.08779
42,1209.65,234.462,469.724,294.415,355.843,174.275,0,146.539,1063.11,8.25484
43,741.866,178.34,613.588,420.184,615.616,539.679,0,111.463,630.403,6.65573
44,101.399,51.0535,146.484,561.157,141.239,611.614,0,31.9084,69.4906,3.17781
45,839.042,152.901,485.291,180.229,356.178,173.243,0,95.563,743.479,8.77999
46,82.5993,27.9555,383.409,174.369,355.926,174.049,0,17.4722,65.1271,4.72747
47,422.817,137.002,306.55,283.083,253.444,182.928,0,85.626,337.191,4.93795
48,388.214,156.36,536.028,212.019,648.398,190.816,0,97.7252,290.489,3.97251
49,654.987,151.689,467.028,197.537,355.867,174.028,0,94.8053,560.182,6.90876
50,436.517,145.826,200.101,380.314,67.5833,404.463,0,91.1414,345.376,4.78945
51,882.831,251.991,500.235,495.075,615.546,540.17,0,157.495,725.337,5.60547
52,572.707,157.577,319.13,299.758,253.431,182.833,0,98.4854,474.222,5.81515
