tag,seed,simulator_calls,front_size,wall_seconds,ideal_cost_proxy,ideal_evac,ideal_widths
main15_s11,11,1040,39,21824.565,747.52,1197.17,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,0]"
