setting,population,crossover,mutation_per_gene,n_seeds,simulator_calls_per_seed,final_hv_mean,final_hv_sd,calls_to_95pct_hv_mean,calls_to_95pct_hv_sd,compromise_cost_proxy_mean,compromise_evac_mean,compromise_segment_jaccard
base,40,0.8,0.08,3,240,4866968.600000001,114521.64260466208,93.33333333333333,23.09401076758503,1111.03,1206.8466666666666,0.5499999999999999
cx060,40,0.6,0.08,3,240,4878336.3,109254.54297304987,106.66666666666667,23.09401076758503,1212.9766666666667,1202.1599999999999,0.4222222222222222
cx095,40,0.95,0.08,3,240,4887385.566666666,45785.68818761302,120.0,40.0,1079.01,1206.8966666666665,0.35714285714285715
mut004,40,0.8,0.04,3,240,4881661.566666666,28985.214318050752,146.66666666666666,23.094010767585033,942.5533333333333,1209.99,0.5499999999999999
mut016,40,0.8,0.16,3,240,4835002.633333334,13422.330875944512,106.66666666666667,23.09401076758503,1485.9633333333331,1206.66,0.39166666666666666
pop20,20,0.8,0.08,3,240,4925707.800000001,72391.98368541892,80.0,20.0,899.2233333333334,1209.18,0.5499999999999999
pop60,60,0.8,0.08,3,240,4812397.8,160330.2109267932,120.0,0.0,1454.6499999999999,1202.5833333333333,0.4071428571428572
