step,time,alive
0,0,49369
1,1,49307
2,2,49197
3,3,49079
4,4,48972
5,5,48858
6,6,48754
7,7,48646
8,8,48547
9,9,48447
10,10,48356
11,11,48268
12,12,48180
13,13,48089
14,14,48001
15,15,47929
16,16,47848
17,17,47779
18,18,47707
19,19,47636
20,20,47574
21,21,47496
22,22,47432
23,23,47366
24,24,47293
25,25,47237
26,26,47163
27,27,47101
28,28,47036
29,29,46975
30,30,46905
31,31,46838
32,32,46772
33,33,46708
34,34,46637
35,35,46564
36,36,46502
37,37,46423
38,38,46357
39,39,46289
40,40,46215
41,41,46144
42,42,46069
43,43,45998
44,44,45928
45,45,45853
46,46,45784
47,47,45709
48,48,45634
49,49,45566
50,50,45492
51,51,45419
52,52,45346
53,53,45274
54,54,45207
55,55,45123
56,56,45050
57,57,44979
58,58,44910
59,59,44834
60,60,44758
61,61,44683
62,62,44609
63,63,44542
64,64,44459
65,65,44388
66,66,44311
67,67,44246
68,68,44164
69,69,44089
70,70,44020
71,71,43935
72,72,43873
73,73,43787
74,74,43716
75,75,43647
76,76,43565
77,77,43496
78,78,43417
79,79,43342
80,80,43267
81,81,43194
82,82,43118
83,83,43043
84,84,42964
85,85,42895
86,86,42806
87,87,42730
88,88,42654
89,89,42582
90,90,42497
91,91,42420
92,92,42342
93,93,42268
94,94,42189
95,95,42109
96,96,42035
97,97,41956
98,98,41879
99,99,41806
100,100,41725
101,101,41651
102,102,41576
103,103,41494
104,104,41422
105,105,41336
106,106,41266
107,107,41190
108,108,41115
109,109,41038
110,110,40969
111,111,40885
112,112,40816
113,113,40741
114,114,40671
115,115,40596
116,116,40519
117,117,40450
118,118,40377
119,119,40301
120,120,40224
121,121,40150
122,122,40086
123,123,40009
124,124,39938
125,125,39866
126,126,39800
127,127,39727
128,128,39654
129,129,39576
130,130,39514
131,131,39441
132,132,39371
133,133,39303
134,134,39230
135,135,39172
136,136,39104
137,137,39042
138,138,38975
139,139,38907
140,140,38841
141,141,38780
142,142,38716
143,143,38652
144,144,38585
145,145,38521
146,146,38451
147,147,38390
148,148,38322
149,149,38264
150,150,38195
151,151,38133
152,152,38073
153,153,38010
154,154,37946
155,155,37888
156,156,37829
157,157,37762
158,158,37704
159,159,37643
160,160,37579
161,161,37526
162,162,37459
163,163,37403
164,164,37336
165,165,37283
166,166,37225
167,167,37162
168,168,37103
169,169,37043
170,170,36982
171,171,36922
172,172,36869
173,173,36802
174,174,36742
175,175,36684
176,176,36621
177,177,36564
178,178,36498
179,179,36446
180,180,36378
181,181,36325
182,182,36260
183,183,36204
184,184,36138
185,185,36083
186,186,36021
187,187,35956
188,188,35899
189,189,35838
190,190,35779
191,191,35718
192,192,35661
193,193,35599
194,194,35542
195,195,35480
196,196,35421
197,197,35366
198,198,35305
199,199,35243
200,200,35184
201,201,35126
202,202,35069
203,203,35014
204,204,34955
205,205,34894
206,206,34834
207,207,34782
208,208,34715
209,209,34659
210,210,34607
211,211,34544
212,212,34493
213,213,34431
214,214,34369
215,215,34316
216,216,34247
217,217,34188
218,218,34128
219,219,34073
220,220,34010
221,221,33957
222,222,33897
223,223,33839
224,224,33776
225,225,33716
226,226,33657
227,227,33596
228,228,33543
229,229,33481
230,230,33423
231,231,33366
232,232,33307
233,233,33242
234,234,33188
235,235,33126
236,236,33066
237,237,33010
238,238,32957
239,239,32895
240,240,32838
241,241,32780
242,242,32718
243,243,32660
244,244,32600
245,245,32548
246,246,32478
247,247,32423
248,248,32365
249,249,32310
250,250,32250
251,251,32195
252,252,32133
253,253,32077
254,254,32018
255,255,31962
256,256,31900
257,257,31846
258,258,31778
259,259,31730
260,260,31672
261,261,31613
262,262,31557
263,263,31500
264,264,31447
265,265,31394
266,266,31334
267,267,31280
268,268,31231
269,269,31168
270,270,31120
271,271,31067
272,272,31008
273,273,30947
274,274,30900
275,275,30839
276,276,30787
277,277,30729
278,278,30682
279,279,30625
280,280,30579
281,281,30518
282,282,30465
283,283,30407
284,284,30356
285,285,30296
286,286,30249
287,287,30184
288,288,30141
289,289,30086
290,290,30023
291,291,29980
292,292,29921
293,293,29874
294,294,29818
295,295,29764
296,296,29714
297,297,29660
298,298,29607
299,299,29553
300,300,29507
301,301,29452
302,302,29400
303,303,29349
304,304,29294
305,305,29244
306,306,29188
307,307,29136
308,308,29087
309,309,29033
310,310,28980
311,311,28922
312,312,28879
313,313,28822
314,314,28770
