ID,time,distance,start_x,start_y,end_x,end_y,state,free_flow_time_lower_bound,delay_above_free_flow,time_to_free_flow_ratio
1,1190.26,229.297,376.196,336.936,349.917,174.806,0,143.311,1046.95,8.30541
2,749.764,226.283,279.256,375.07,250.248,184.927,0,141.427,608.337,5.30143
3,284.908,98.8724,223.515,274.779,249.549,185.224,0,61.7952,223.113,4.61052
4,594.602,233.986,368.161,623.058,312.813,817.984,0,146.241,448.361,4.06589
5,160.101,66.4144,555.175,774.83,611.356,756.051,0,41.509,118.592,3.85701
6,538.016,195.841,482.006,391.34,630.687,333.098,0,122.4,415.615,4.39554
7,595.002,139.01,599.183,439.506,615.654,539.628,0,86.881,508.121,6.84847
8,870.335,237.496,492.03,500.584,613.615,611.748,0,148.435,721.9,5.86341
9,211.004,102.071,222.541,753.082,152.615,701.847,0,63.7946,147.209,3.30755
10,314.51,101.116,419.666,226.083,356.033,173.946,0,63.1977,251.312,4.9766
11,1459.79,241.531,360.922,446.86,331.193,231.034,1,150.957,1308.83,9.67026
12,370.113,128.45,173.416,502.649,141.191,611.571,0,80.2811,289.832,4.61022
13,116.099,77.5605,582.119,222.635,647.325,196.169,0,48.4753,67.6235,2.39501
14,628.893,205.548,265.199,356.52,251.468,184.412,0,128.467,500.426,4.89536
15,250.706,99.3491,273.668,277.54,251.276,184.498,0,62.0932,188.613,4.03758
16,1459.79,146.326,612.4,389.806,604.034,434.03,1,91.4536,1368.34,15.9621
17,865.636,300.75,308.336,365.997,251.08,184.563,0,187.969,677.667,4.60521
18,1254.94,272.646,420.465,390.427,630.396,334.148,0,170.404,1084.54,7.36452
19,555.112,163.259,193.373,341.33,66.9211,403.034,0,102.037,453.075,5.44031
20,319.41,141.363,533.119,146.425,654.165,131.869,0,88.352,231.058,3.6152
21,64.7996,51.1061,116.217,395.77,67.096,403.403,0,31.9413,32.8583,2.02871
22,234.405,77.265,384.042,189.219,355.255,174.548,0,48.2906,186.114,4.85405
23,469.919,177.594,226,553.698,144.464,616.8,0,110.996,358.923,4.23365
24,1418,258.226,351.211,377.577,349.711,174.742,0,161.391,1256.61,8.78612
25,180.202,121.835,565.311,181.719,654.498,132.445,0,76.1471,104.055,2.3665
26,700.476,269.112,234.712,474.154,67.7059,405.544,0,168.195,532.281,4.16466
27,72.9995,33.5669,388.371,170.012,356.364,172.708,0,20.9793,52.0201,3.47959
28,830.244,278.152,358.222,565.244,144.407,617.17,0,173.845,656.399,4.77578
29,359.113,92.1394,399.23,204.425,355.372,174.492,0,57.5872,301.526,6.23599
30,972.81,222.385,386.525,332.397,349.538,174.593,0,138.99,833.819,6.99911
31,278.208,108.675,124.846,528.94,139.333,611.297,0,67.9216,210.286,4.09601
32,802.751,288.176,286.219,460.331,67.6955,404.859,0,180.11,622.641,4.45701
33,94.2991,81.4318,334.764,740.216,313.811,818.362,0,50.8949,43.4043,1.85282
34,694.777,227.788,471.041,377.434,630.381,333.683,0,142.368,552.41,4.88017
35,777.757,219.971,294.826,365.617,251.756,184.301,0,137.482,640.275,5.65716
36,694.677,229.793,240.298,446.983,67.8476,405.083,0,143.621,551.057,4.83688
37,688.079,144.251,463.779,169.514,356.183,173.254,0,90.1568,597.922,7.63202
38,135.699,57.1891,406.64,136.132,405.58,78.087,0,35.7432,99.9559,3.7965
39,242.906,139.638,346.104,691.345,314.774,818.78,0,87.274,155.632,2.78325
40,3.8,2.13385,634.008,282.97,635.907,282.516,0,1.33366,2.46634,2.84931
41,370.013,145.066,497.086,343.321,630.786,332.677,0,90.6663,279.347,4.08105
42,352.212,126.875,193.224,401.021,67.6189,404.695,0,79.297,272.915,4.44168
43,108.899,53.6898,268.221,233.489,251.427,184.543,0,33.5561,75.3428,3.24528
44,1089.78,232.97,366.502,344.797,349.839,174.744,0,145.606,944.175,7.48443
45,608.099,200.505,492.333,415.031,630.372,333.719,0,125.315,482.783,4.85255
46,39.4,19.9053,85.5452,411.828,67.3362,406.538,0,12.4408,26.9592,3.16699
47,734.468,224.111,325.909,587.021,144.478,616.846,0,140.069,594.399,5.24361
48,768.659,249.745,297.584,549.329,144.789,616.233,0,156.091,612.569,4.92444
49,629.393,205.139,474.941,390.449,630.607,335.01,0,128.212,501.181,4.909
50,852.839,248.871,455.884,420.341,630.396,334.053,0,155.544,697.295,5.48294
51,0,0,247.349,176.329,247.349,176.329,0,0,0,0
52,43.3999,18.5167,602.45,767.379,611.292,755.939,0,11.5729,31.827,3.75012
53,85.8993,27.4668,589.991,600.965,613.997,610.824,0,17.1668,68.7325,5.00381
54,1430.4,242.813,463.139,348.976,355.601,174.387,0,151.758,1278.64,9.42552
55,1459.79,225.323,464.71,343.958,367.565,174.31,1,140.827,1318.96,10.3658
56,428.217,103.875,212.648,268.099,249.458,185.236,0,64.9221,363.295,6.59585
57,420.316,124.36,179.073,254.481,247.596,184.501,0,77.7247,342.592,5.40776
58,162.901,64.1836,589.398,130.861,653.477,129.972,0,40.1147,122.786,4.06087
59,119.999,66.0062,580.587,504.622,615.528,540.233,0,41.2539,78.7449,2.90879
60,170.101,76.1011,144.73,396.484,67.2897,403.851,0,47.5632,122.538,3.57632
61,449.518,98.5292,605.68,704.807,612.504,751.742,0,61.5808,387.937,7.29965
62,155.7,85.9135,225.505,633.451,144.487,616.753,0,53.696,102.004,2.89967
63,177.602,54.1966,326.956,207.899,350.678,175.087,0,33.8728,143.729,5.24319
64,259.007,101.376,366.405,205.343,350.171,174.791,0,63.3599,195.647,4.08786
65,500.221,154.408,517.357,557.428,613.588,611.599,0,96.5053,403.716,5.18336
66,577.306,208.515,327.096,628.32,144.026,617.982,0,130.322,446.984,4.42986
67,1058.89,274.32,318.315,538.155,144.721,615.604,0,171.45,887.439,6.17608
68,128.799,76.366,198.534,642.857,143.955,618.058,0,47.7288,81.0699,2.69855
69,663.085,172.904,269.079,334.606,251.513,184.434,0,108.065,555.02,6.136
70,1258.74,317.955,404.067,603.596,613.304,612.389,0,198.722,1060.02,6.33417
71,364.713,106.296,264.539,283.11,251.638,184.337,0,66.4351,298.278,5.48976
72,651.188,235.61,262.934,420.948,67.6086,404.485,0,147.256,503.932,4.42215
73,1089.88,306.153,441.346,566.72,613.337,612.421,0,191.346,898.535,5.69588
74,46.5999,20.2957,596.77,765.614,611.283,755.706,0,12.6848,33.9151,3.67368
75,798.652,159.132,190.587,304.841,248.354,184.789,0,99.4577,699.194,8.03006
76,302.209,101.429,267.354,279.876,251.459,184.418,0,63.393,238.816,4.76723
77,11.8,7.39487,606.315,614.081,613.308,613.212,0,4.62179,7.17822,2.55312
78,610.698,223.153,274.821,554.84,144.667,615.6,0,139.471,471.227,4.37869
79,1459.79,213.731,455.589,475.173,587.36,484.052,1,133.582,1326.21,10.9281
80,98.2991,45.6384,591.334,519.952,615.485,540.225,0,28.524,69.7751,3.44619
81,1459.79,239.643,378.649,454.752,342.359,264.243,1,149.777,1310.01,9.74644
82,15.6,8.58157,75.8333,406.89,67.7012,405.605,0,5.36348,10.2365,2.90856
83,797.952,258.703,314.036,375.743,251.399,184.492,0,161.689,636.263,4.93509
84,345.812,201.467,416.459,682.707,313.949,818.368,0,125.917,219.895,2.74635
85,132.799,41.7913,314.348,190.892,351.005,175.204,0,26.1196,106.679,5.08427
86,510.322,161.263,144.203,440.017,67.5441,406.11,0,100.789,409.533,5.06326
87,650.388,196.201,448.981,624.716,613.159,613.034,0,122.626,527.762,5.30384
88,717.972,162.93,495.805,634.763,613.761,614.284,0,101.831,616.141,7.05062
89,291.309,119.517,560.839,387.296,630.599,334.878,0,74.6978,216.611,3.89983
90,77.9994,36.3233,565.705,833.165,602.359,833.204,0,22.7021,55.2973,3.43578
91,377.114,186.165,520.667,289.979,647.859,197.605,0,116.353,260.761,3.24112
92,68.5995,20.4417,602.083,736.499,612.399,751.916,0,12.7761,55.8234,5.36937
93,673.683,209.409,221.344,474.403,139.864,611.164,0,130.88,542.802,5.14732
94,1333.32,322.759,413.992,421.606,630.32,334.058,0,201.724,1131.6,6.60962
95,84.3993,30.7077,279.473,198.654,253.035,183.795,0,19.1923,65.207,4.39756
96,23.5001,15.2348,597.213,748.602,611.351,754.279,0,9.52173,13.9783,2.46804
97,139.599,54.7251,592.327,703.03,612.207,752.542,0,34.2032,105.396,4.08147
98,1459.79,209.831,465.503,475.624,588.555,482.214,1,131.145,1328.65,11.1312
99,572.507,173.985,493.754,638.979,613.789,614.313,0,108.74,463.767,5.2649
100,692.078,235.267,346.602,590.894,144.418,617.228,0,147.042,545.036,4.70667
101,621.495,203.887,476.829,401.478,630.805,335.437,0,127.429,494.066,4.87717
102,392.115,164.954,507.353,387.939,630.378,333.786,0,103.096,289.019,3.8034
103,664.285,245.774,323.929,372.9,251.976,184.208,0,153.609,510.676,4.32452
104,424.817,137.41,284.947,295.264,252.802,183.917,0,85.8815,338.935,4.94655
105,290.509,142.323,266.947,695.076,149.338,693.261,0,88.952,201.557,3.2659
106,768.259,187.667,498.315,632.331,613.296,613.114,0,117.292,650.967,6.54997
107,855.938,217.387,456.933,680.802,613.795,614.262,0,135.867,720.071,6.29984
108,1206.95,255.284,480.461,456.997,615.475,540.081,0,159.553,1047.4,7.56461
109,833.044,202.44,450.273,654.969,613.392,613.494,0,126.525,706.518,6.58401
110,105.799,68.1888,204.273,669.622,150.323,693.388,0,42.618,63.181,2.4825
111,666.684,198.049,327.618,623.943,144.607,616.557,0,123.781,542.904,5.38602
112,450.518,162.204,280.71,660.633,144.045,618.029,0,101.378,349.141,4.44397
113,840.242,134.903,222.028,305.732,249.457,185.236,0,84.3147,755.927,9.96555
114,207.403,81.9852,358.042,193.776,350.966,175.174,0,51.2407,156.163,4.04763
115,264.607,91.18,280.165,261.825,252.626,183.911,0,56.9875,207.619,4.64324
116,24.0001,15.7218,136.904,635.626,139.478,620.766,0,9.82614,14.1739,2.44247
117,1434,245.064,482.542,461.197,615.556,540.131,0,153.165,1280.83,9.36244
118,1459.79,137.68,456.25,461.225,551.579,453.316,1,86.0501,1373.74,16.9644
119,59.7997,27.5577,94.7859,408.744,67.6186,405.674,0,17.2236,42.5761,3.47196
120,888.83,285.453,305.773,396.378,250.867,184.66,0,178.408,710.422,4.982
121,890.23,286.919,355.492,552.757,144.823,615.758,0,179.324,710.905,4.96436
122,595.902,190.35,184.854,520.137,140.302,611.213,0,118.969,476.933,5.00888
123,411.316,182.135,509.694,414.015,630.271,334.344,0,113.834,297.482,3.61329
124,289.208,65.1212,301.942,188.941,253.537,182.552,0,40.7007,248.508,7.10573
125,1006.3,354.814,310.084,400.476,249.453,185.194,0,221.759,784.542,4.53782
126,303.009,61.0936,605.19,163.131,648.454,190.788,0,38.1835,264.826,7.93561
127,963.912,184.512,164.188,306.563,249.049,184.995,0,115.32,848.592,8.35858
128,441.818,140.795,237.305,766.233,152.784,701.714,0,87.997,353.821,5.02083
129,567.309,108.703,296.217,731.627,311.831,818.319,0,67.9394,499.369,8.35022
130,1459.79,218.382,476.304,462.972,601.599,520.601,1,136.489,1323.3,10.6953
131,33.7001,20.8032,582.28,830.83,602.612,832.759,0,13.002,20.6981,2.59192
132,664.785,249.211,472.614,509.133,613.17,612.648,0,155.757,509.028,4.2681
133,512.822,171.249,238.479,342.356,251.501,184.406,0,107.031,405.791,4.79134
134,13.1,7.02491,259.672,186.671,253.311,183.063,0,4.39057,8.70944,2.98367
135,890.33,158.368,484.48,185.921,355.821,174.321,0,98.9799,791.35,8.99505
136,552.012,201.083,257.16,579.99,144.81,615.902,0,125.677,426.336,4.39232
137,1459.79,229.896,405.328,526.502,480.719,460.826,1,143.685,1316.11,10.1597
138,27.8001,20.7961,137.045,640.503,140.24,620.831,0,12.9976,14.8025,2.13887
139,529.118,159.525,276.331,607.581,144.791,616.191,0,99.7032,429.415,5.30693
140,371.013,116.53,532.844,574.719,613.889,611.118,0,72.8315,298.182,5.09413
141,18.8,12.8684,603.327,542.693,615.528,540.21,0,8.04277,10.7573,2.33751
142,79.6994,55.6289,192.926,675.89,151.183,693.76,0,34.7681,44.9313,2.29231
143,43.9999,27.904,587.888,603.168,613.868,611.138,0,17.44,26.5599,2.52293
144,627.894,191.761,254.649,354.865,252.636,183.904,0,119.851,508.043,5.23896
145,268.707,103.431,181.322,534.659,141.775,611.753,0,64.6443,204.063,4.15671
146,632.393,194.061,322.953,616.954,144.338,617.275,0,121.288,511.104,5.21396
147,931.919,177.114,334.756,304.237,349.854,174.75,0,110.696,821.223,8.41871
148,1066.49,278.258,462.104,431.989,630.294,334.15,0,173.911,892.576,6.13237
149,105.199,57.6942,556.082,820.517,602.85,831.957,0,36.0588,69.1401,2.91742
150,1459.79,241.055,494.681,486.74,601.698,530.855,1,150.66,1309.13,9.68933
151,69.5995,31.4602,86.5987,424.262,67.0141,407.136,0,19.6626,49.9369,3.53969
152,215.904,77.9736,286.802,226.501,252.485,184.022,0,48.7335,167.17,4.4303
153,1459.79,266.19,359.6,454.593,330.18,232.548,1,166.368,1293.42,8.77444
154,343.112,171.732,548.214,250.127,648.286,198.137,0,107.332,235.779,3.19672
155,360.813,138.293,257.634,657.083,144.371,616.998,0,86.4334,274.379,4.17446
156,1175.36,275.268,449.958,399.49,630.287,334.146,0,172.042,1003.32,6.83181
157,676.882,226.501,501.992,405.881,630.394,333.76,0,141.563,535.319,4.78149
158,1228.95,226.67,406.502,321.554,355.382,174.506,0,141.669,1087.28,8.67478
159,1438.4,272.859,350.525,378.519,349.899,174.659,0,170.537,1267.86,8.4345
160,51.4998,29.4832,383.568,181.73,355.737,174.316,0,18.427,33.0728,2.7948
161,517.321,160.02,190.974,439.816,67.798,404.984,0,100.012,417.308,5.17257
162,950.915,273.753,283.662,546.522,144.732,616.246,0,171.096,779.819,5.55779
163,467.819,170.15,196.823,478.135,140.001,611.12,0,106.344,361.476,4.39913
164,1459.79,264.244,349.614,384.265,322.845,205.075,1,165.152,1294.64,8.83905
165,615.797,185.578,213.586,435.607,67.589,405.943,0,115.987,499.81,5.30921
166,420.916,126.785,465.903,189.758,356.187,173.37,0,79.2406,341.676,5.31188
167,1041.69,466.581,560.173,181.527,653.508,130.045,0,291.613,750.079,3.57217
168,0,0,312.941,825.348,312.941,825.348,0,0,0,0
169,141.199,70.436,591.723,291.546,630.838,332.757,0,44.0225,97.1769,3.20744
170,546.614,143.007,308.844,293.939,253.122,183.557,0,89.3792,457.234,6.11567
171,363.613,99.9508,257.708,269.373,250.523,184.835,0,62.4693,301.144,5.82067
172,1459.79,238.702,367.239,466.986,339.839,263.376,1,149.188,1310.6,9.78488
173,113.699,66.5336,550.837,813.286,602.581,832.665,0,41.5835,72.1153,2.73423
174,115.699,65.6817,553.361,606.687,613.572,611.719,0,41.0511,74.6478,2.81841
175,1203.25,391.019,361.871,475.731,144.806,616.092,0,244.387,958.867,4.92356
176,620.795,156.736,400.15,262.044,355.326,174.516,0,97.9603,522.835,6.33722
177,953.714,259.491,433.244,664.752,613.968,614.853,0,162.182,791.532,5.88052
