batch,sim_calls,hypervolume,n_front0,best_evac,best_cost
0,40,4340240.3,11,1152.66,0.0
1,80,4447408.6,14,1144.02,0.0
2,120,4534828.8,15,1144.02,0.0
3,160,4630415.8,12,1132.16,0.0
4,200,4781473.5,16,1131.11,0.0
5,240,4836520.3,20,1128.9,0.0
