batch,sim_calls,hypervolume,n_front0,best_evac,best_cost
0,40,4341717.6,11,1152.85,0.0
1,80,4461906.2,18,1147.54,0.0
2,120,4562398.9,14,1138.38,0.0
3,160,4639656.6,16,1138.38,0.0
4,200,4719516.0,13,1138.38,0.0
5,240,4757653.8,16,1138.38,0.0
