batch,sim_calls,hypervolume,n_front0,best_evac,best_cost
0,60,4420406.0,7,1144.63,0.0
1,120,4605392.8,13,1138.96,0.0
2,180,4813624.7,17,1132.58,0.0
3,240,4837081.5,13,1128.82,0.0
