batch,sim_calls,hypervolume,n_front0,best_evac,best_cost
0,40,4343259.7,11,1151.98,0.0
1,80,4412657.5,12,1147.56,0.0
2,120,4521059.3,8,1147.56,0.0
3,160,4717678.9,12,1145.98,0.0
4,200,4836845.8,11,1144.11,0.0
5,240,4850456.0,15,1144.11,0.0
