batch,sim_calls,hypervolume,n_front0,best_evac,best_cost
0,20,4296545.5,7,1166.73,0.0
1,40,4455493.9,9,1151.1,0.0
2,60,4568901.0,12,1145.26,0.0
3,80,4741486.7,12,1136.86,0.0
4,100,4804478.9,14,1136.86,0.0
5,120,4841505.6,16,1136.86,0.0
6,140,4847496.7,18,1136.86,0.0
7,160,4852982.1,19,1136.86,0.0
8,180,4853750.8,20,1136.86,0.0
9,200,4857191.4,20,1136.86,0.0
10,220,4857264.4,20,1136.86,0.0
11,240,4870418.9,20,1136.86,0.0
