cost,evac,widths
0.0,1419.9,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
347.46,1286.64,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
872.08,1277.58,"[0,0,0,0,0,2,0,0,0,2,0,0,4,0,0]"
1091.68,1186.98,"[0,0,4,2,0,0,0,0,0,0,0,0,4,0,2]"
1555.66,1178.75,"[0,0,4,2,0,0,0,0,2,2,2,0,4,0,2]"
1874.84,1174.71,"[0,0,4,2,4,0,0,0,0,0,0,0,4,0,2]"
1988.56,1157.87,"[4,0,4,2,0,0,4,0,0,0,0,0,4,0,0]"
2251.72,1152.34,"[0,4,4,0,2,0,0,0,0,0,0,0,4,2,2]"
2718.06,1145.7,"[2,2,4,0,2,0,4,0,4,2,2,0,4,0,0]"
2890.59,1133.6,"[4,4,4,0,2,0,0,0,0,2,0,0,4,2,0]"
3229.15,1129.01,"[4,0,4,2,2,2,4,0,0,0,0,0,4,4,0]"
3286.74,1125.69,"[4,0,4,0,2,2,4,0,0,0,2,0,4,4,0]"
4544.46,1125.15,"[4,4,4,2,0,0,2,0,4,4,2,4,4,4,4]"
4803.31,1120.87,"[4,4,4,2,4,2,0,2,4,0,4,2,4,2,2]"
5484.16,1110.46,"[4,4,4,2,4,2,4,2,4,2,4,2,4,2,2]"
