cost,evac,widths
0.0,1422.46,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
16.76,1420.1,"[0,0,0,0,0,0,0,0,4,0,0,0,0,0,0]"
200.24,1324.17,"[0,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"
627.81,1292.64,"[0,0,0,0,0,0,0,0,0,0,0,2,4,0,0]"
857.12,1274.93,"[0,0,0,0,0,0,2,0,0,0,0,0,4,2,0]"
908.0,1205.31,"[0,0,4,0,0,0,0,0,0,0,0,0,4,0,2]"
1406.8,1181.39,"[2,0,4,2,0,0,0,0,4,0,0,0,4,0,2]"
1944.15,1170.07,"[0,0,4,4,2,0,0,0,0,0,0,0,4,2,2]"
2054.15,1166.63,"[0,0,4,2,2,0,0,0,0,2,2,0,4,2,0]"
2225.04,1162.63,"[2,0,4,4,2,0,0,0,4,0,2,0,4,0,2]"
2501.71,1162.42,"[0,0,4,4,2,0,2,0,0,0,4,0,4,2,0]"
2566.55,1153.39,"[2,0,4,0,2,0,0,0,0,4,0,0,4,4,2]"
2864.93,1147.6,"[2,0,4,4,2,2,2,0,0,0,2,0,4,2,0]"
2959.08,1144.24,"[2,2,4,2,2,0,2,0,2,0,4,0,4,2,0]"
3663.87,1139.4,"[2,4,4,2,2,2,2,0,0,0,0,2,4,4,0]"
3784.48,1130.95,"[4,4,4,4,2,2,0,0,0,0,0,0,4,4,2]"
