cost,evac,widths
0.0,1443.86,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
280.35,1443.68,"[0,0,0,0,0,0,0,0,0,0,0,2,0,0,0]"
347.46,1312.17,"[0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]"
547.7,1240.89,"[0,0,2,0,0,0,0,0,0,0,0,0,4,0,0]"
564.46,1239.96,"[0,0,2,0,0,0,0,0,4,0,0,0,4,0,0]"
846.06,1221.78,"[2,0,2,0,0,0,0,0,0,0,0,0,4,0,0]"
1148.96,1220.95,"[0,0,2,0,0,0,0,0,0,0,0,0,4,2,4]"
1335.12,1208.01,"[2,0,2,0,0,0,4,0,4,0,0,0,4,0,0]"
1539.15,1201.13,"[2,4,2,0,0,0,0,0,4,0,0,0,4,0,0]"
1601.09,1200.34,"[0,4,4,0,0,0,0,0,4,0,0,0,4,0,2]"
1917.97,1199.9,"[2,2,2,0,0,0,0,2,0,0,0,0,4,2,2]"
2099.07,1191.27,"[2,4,2,0,0,0,2,0,4,0,0,0,4,0,4]"
2140.41,1186.13,"[2,4,2,0,0,0,0,0,4,0,0,0,4,2,4]"
2376.12,1179.73,"[4,4,2,0,0,0,0,0,0,0,2,0,4,0,4]"
2575.2,1170.5,"[2,2,4,0,0,0,4,0,4,0,0,0,4,4,2]"
2894.2,1164.82,"[4,4,2,0,0,0,2,0,2,0,2,0,4,2,4]"
2943.96,1159.16,"[2,2,4,4,0,0,4,0,4,0,0,0,4,4,2]"
3237.03,1139.95,"[4,2,4,0,2,0,4,0,0,0,0,0,4,4,2]"
4092.8,1138.25,"[4,4,2,0,2,0,4,0,4,2,4,0,4,4,2]"
4646.33,1136.86,"[4,4,2,0,2,4,4,0,0,4,2,0,4,4,2]"
