batch,sim_calls,hypervolume,n_front0,best_evac,best_cost
0,20,4460760.2,6,1132.14,0.0
1,40,4681576.0,8,1127.62,0.0
2,60,4778848.1,8,1126.11,0.0
3,80,4845152.4,15,1119.64,0.0
4,100,4868968.1,18,1119.64,0.0
5,120,4897365.4,15,1119.64,0.0
6,140,4926534.7,16,1119.64,0.0
7,160,4966936.3,18,1119.64,0.0
8,180,4996993.7,19,1119.64,0.0
9,200,4997077.6,20,1119.64,0.0
10,220,5003521.5,20,1115.12,0.0
11,240,5007647.3,20,1113.41,0.0
