batch,sim_calls,hypervolume,n_front0,best_evac,best_cost
0,40,4507779.0,8,1132.47,0.0
1,80,4551149.8,11,1132.47,0.0
2,120,4641567.3,15,1132.47,0.0
3,160,4747221.4,17,1120.82,0.0
4,200,4846882.1,14,1116.86,0.0
5,240,4907743.0,14,1116.86,0.0
