batch,sim_calls,hypervolume,n_front0,best_evac,best_cost
0,40,4398104.5,6,1152.96,0.0
1,80,4593293.0,10,1138.0,0.0
2,120,4687262.8,16,1138.0,0.0
3,160,4749289.7,20,1138.0,0.0
4,200,4852271.2,16,1138.0,0.0
5,240,4896959.3,13,1124.33,0.0
