cost,evac,widths
0.0,1443.46,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
714.0,1415.76,"[0,0,0,2,0,0,2,0,4,0,0,0,0,2,0]"
1334.93,1372.05,"[2,0,0,0,0,0,4,0,2,0,0,2,0,2,0]"
1444.63,1264.04,"[0,0,4,4,2,0,0,0,2,0,0,0,0,2,0]"
1780.3,1248.39,"[0,2,4,4,2,0,0,0,2,0,0,0,0,2,0]"
2040.87,1217.24,"[0,0,2,4,0,2,4,0,4,0,0,0,4,0,4]"
2113.16,1212.6,"[4,0,4,2,0,0,4,0,4,0,0,2,2,0,0]"
2373.32,1188.45,"[2,0,2,0,2,4,2,0,4,0,0,0,4,2,0]"
2620.21,1185.58,"[0,4,2,2,2,0,2,0,4,0,2,0,4,0,4]"
2812.53,1164.71,"[2,4,4,0,0,0,4,0,4,0,0,0,4,2,4]"
3004.91,1156.54,"[2,4,4,0,2,0,4,0,4,0,2,0,4,0,2]"
3421.86,1148.8,"[4,4,4,0,2,0,2,0,4,2,0,2,4,2,0]"
3652.24,1140.94,"[4,4,4,2,2,0,4,2,4,0,0,0,4,2,0]"
4163.92,1128.41,"[4,2,4,2,2,2,2,0,2,4,2,0,4,4,2]"
5525.99,1123.19,"[4,4,4,4,2,2,4,4,0,0,2,2,4,4,4]"
