batch,sim_calls,hypervolume,n_front0,best_evac,best_cost
0,40,4345215.2,11,1151.96,0.0
1,80,4466878.6,11,1140.13,0.0
2,120,4599472.8,8,1140.13,0.0
3,160,4680706.4,11,1130.19,0.0
4,200,4801672.6,15,1130.19,0.0
5,240,4819807.2,19,1130.19,0.0
