cost,evac,widths
0.0,1418.87,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
174.95,1340.46,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0]"
551.8,1283.34,"[0,0,0,2,0,0,0,0,4,0,0,0,4,0,0]"
907.38,1268.23,"[0,0,0,0,0,0,2,0,0,0,0,0,4,0,4]"
947.96,1193.28,"[0,0,4,2,0,0,0,0,4,0,0,0,4,0,0]"
1162.25,1191.67,"[0,0,4,2,0,0,0,0,4,2,0,0,4,0,0]"
1236.58,1191.21,"[0,0,4,0,0,0,4,0,4,0,0,0,4,0,0]"
2284.39,1150.95,"[4,0,4,0,2,0,2,0,0,0,0,0,4,0,4]"
2494.98,1145.29,"[4,0,4,4,2,0,0,0,0,0,2,0,4,0,2]"
2665.26,1144.74,"[0,0,4,2,2,0,4,0,0,0,0,0,4,4,4]"
2979.86,1129.9,"[4,0,4,4,2,0,0,0,4,0,0,0,4,4,4]"
3438.53,1117.25,"[4,0,4,4,2,0,2,0,0,0,2,0,4,4,4]"
5080.88,1117.23,"[4,4,4,2,2,4,2,4,2,2,2,0,4,2,4]"
5594.79,1115.24,"[4,4,4,2,4,4,2,4,2,2,2,2,4,2,2]"
5826.98,1110.06,"[4,4,4,2,4,4,4,4,2,2,2,2,4,2,2]"
