batch,sim_calls,hypervolume,n_front0,best_evac,best_cost
0,20,4260962.1,5,1195.2,0.0
1,40,4371067.2,6,1174.65,0.0
2,60,4569166.2,8,1171.96,0.0
3,80,4653890.6,8,1171.96,0.0
4,100,4698054.3,10,1171.96,0.0
5,120,4724510.4,13,1168.49,0.0
6,140,4771638.9,11,1155.11,0.0
7,160,4787041.3,15,1155.11,0.0
8,180,4811997.7,18,1149.79,0.0
9,200,4840299.1,19,1149.79,0.0
10,220,4880714.3,20,1140.73,0.0
11,240,4899057.2,20,1140.73,0.0
