batch,sim_calls,hypervolume,n_front0,best_evac,best_cost
0,40,4399567.9,6,1153.52,0.0
1,80,4609163.0,8,1143.32,0.0
2,120,4728579.2,11,1137.04,0.0
3,160,4780072.5,13,1126.77,0.0
4,200,4828022.9,16,1124.34,0.0
5,240,4839957.8,18,1124.34,0.0
